ensembl_gene_id	ensembl_transcript_id	ensembl_exon_id	rank	transcript_biotype
ENSG00000181666	ENST00000587570	ENSE00002853502	2	processed_transcript
ENSG00000108443	ENST00000587622	ENSE00002962905	3	retained_intron
ENSG00000168591	ENST00000587630	ENSE00002934291	3	protein_coding
ENSG00000049759	ENST00000587634	ENSE00002821562	6	processed_transcript
ENSG00000088256	ENST00000587636	ENSE00002934124	6	protein_coding
ENSG00000129933	ENST00000587638	ENSE00002885038	7	retained_intron
ENSG00000167468	ENST00000587648	ENSE00002741458	6	protein_coding
ENSG00000130811	ENST00000587681	ENSE00002816531	6	retained_intron
ENSG00000159905	ENST00000587682	ENSE00002799284	5	protein_coding
ENSG00000087903	ENST00000587700	ENSE00002767432	2	processed_transcript
ENSG00000205155	ENST00000587708	ENSE00001182037	4	protein_coding
ENSG00000129933	ENST00000587709	ENSE00002907818	6	retained_intron
ENSG00000134444	ENST00000587725	ENSE00002838196	22	non_stop_decay
ENSG00000141391	ENST00000587735	ENSE00002804308	5	protein_coding
ENSG00000167670	ENST00000587739	ENSE00002840219	5	protein_coding
ENSG00000125912	ENST00000587740	ENSE00002854806	12	nonsense_mediated_decay
ENSG00000163597	ENST00000587743	ENSE00002825478	1	retained_intron
ENSG00000183077	ENST00000587750	ENSE00002838617	4	processed_transcript
ENSG00000085415	ENST00000587761	ENSE00002803620	7	protein_coding
ENSG00000267519	ENST00000587762	ENSE00002961917	1	lncRNA
ENSG00000134444	ENST00000587764	ENSE00002927778	7	processed_transcript
ENSG00000167646	ENST00000587789	ENSE00002870784	4	processed_transcript
ENSG00000171295	ENST00000587795	ENSE00002764659	1	retained_intron
ENSG00000031823	ENST00000587799	ENSE00002755412	4	retained_intron
ENSG00000006125	ENST00000587805	ENSE00002813930	3	protein_coding
ENSG00000091164	ENST00000587807	ENSE00003559199	10	nonsense_mediated_decay
ENSG00000120784	ENST00000587809	ENSE00002921507	6	protein_coding
ENSG00000196967	ENST00000587817	ENSE00002747257	10	nonsense_mediated_decay
ENSG00000081665	ENST00000587822	ENSE00002825905	1	retained_intron
ENSG00000033627	ENST00000587824	ENSE00002811896	5	protein_coding
ENSG00000133243	ENST00000587825	ENSE00002848248	7	protein_coding
ENSG00000079805	ENST00000587830	ENSE00002876489	10	protein_coding
ENSG00000071626	ENST00000587833	ENSE00002914970	5	processed_transcript
ENSG00000166562	ENST00000587834	ENSE00001104229	6	protein_coding
ENSG00000108106	ENST00000587845	ENSE00002910138	5	protein_coding
ENSG00000141622	ENST00000587853	ENSE00002795555	3	protein_coding
ENSG00000198453	ENST00000587857	ENSE00002735059	6	protein_coding
ENSG00000134030	ENST00000587860	ENSE00002815831	4	retained_intron
ENSG00000213339	ENST00000587861	ENSE00000888271	4	retained_intron
ENSG00000074695	ENST00000587918	ENSE00002868985	2	retained_intron
ENSG00000159917	ENST00000587921	ENSE00002933466	1	retained_intron
ENSG00000129351	ENST00000587928	ENSE00002932140	20	retained_intron
ENSG00000267504	ENST00000587933	ENSE00002975405	1	lncRNA
ENSG00000074695	ENST00000587940	ENSE00002953082	4	processed_transcript
ENSG00000197563	ENST00000587942	ENSE00002861138	17	retained_intron
ENSG00000062716	ENST00000587945	ENSE00002767151	5	protein_coding
ENSG00000266918	ENST00000587960	ENSE00002846847	1	TEC
ENSG00000266976	ENST00000587961	ENSE00002899681	4	lncRNA
ENSG00000152223	ENST00000587974	ENSE00002975433	24	retained_intron
ENSG00000188227	ENST00000587986	ENSE00002902767	7	protein_coding
ENSG00000167315	ENST00000587994	ENSE00003583191	10	protein_coding
ENSG00000108423	ENST00000588009	ENSE00003476895	4	retained_intron
ENSG00000105426	ENST00000588012	ENSE00002847610	32	protein_coding
ENSG00000267152	ENST00000588040	ENSE00002967707	2	lncRNA
ENSG00000254717	ENST00000588046	ENSE00002774320	5	transcribed_unprocessed_pseudogene
ENSG00000104957	ENST00000588071	ENSE00002929914	8	retained_intron
ENSG00000154889	ENST00000588072	ENSE00002942614	11	protein_coding
ENSG00000166974	ENST00000588085	ENSE00002779725	2	retained_intron
ENSG00000006125	ENST00000588093	ENSE00002848633	4	processed_transcript
ENSG00000176222	ENST00000588094	ENSE00002868130	4	processed_transcript
ENSG00000267750	ENST00000588097	ENSE00002768458	5	lncRNA
ENSG00000154265	ENST00000588106	ENSE00002902842	2	retained_intron
ENSG00000188321	ENST00000588124	ENSE00002870730	6	protein_coding
ENSG00000283236	ENST00000588129	ENSE00002800461	1	transcribed_unprocessed_pseudogene
ENSG00000055483	ENST00000588130	ENSE00002823037	4	protein_coding
ENSG00000124459	ENST00000588140	ENSE00002849028	3	protein_coding
ENSG00000141759	ENST00000588162	ENSE00002229732	2	protein_coding
ENSG00000131484	ENST00000588189	ENSE00002956318	2	lncRNA
ENSG00000108679	ENST00000588198	ENSE00002967389	6	nonsense_mediated_decay
ENSG00000180329	ENST00000588210	ENSE00002768418	5	protein_coding
ENSG00000105576	ENST00000588216	ENSE00002947795	25	protein_coding
ENSG00000174652	ENST00000588221	ENSE00002903984	9	protein_coding
ENSG00000104979	ENST00000588234	ENSE00003632536	3	protein_coding
ENSG00000167671	ENST00000588238	ENSE00002871785	1	retained_intron
ENSG00000085415	ENST00000588251	ENSE00002850018	5	processed_transcript
ENSG00000131944	ENST00000588258	ENSE00002804378	5	protein_coding
ENSG00000197808	ENST00000588268	ENSE00002913857	6	protein_coding
ENSG00000236144	ENST00000588286	ENSE00002903929	1	lncRNA
ENSG00000140632	ENST00000588297	ENSE00002928511	8	protein_coding
ENSG00000125743	ENST00000588301	ENSE00002906905	4	protein_coding
ENSG00000189042	ENST00000588311	ENSE00002287988	5	protein_coding
ENSG00000105325	ENST00000588327	ENSE00002950890	5	retained_intron
ENSG00000196967	ENST00000588354	ENSE00002815014	3	protein_coding
ENSG00000127663	ENST00000588361	ENSE00002864269	12	protein_coding
ENSG00000161542	ENST00000588364	ENSE00001877006	3	processed_transcript
ENSG00000267672	ENST00000588369	ENSE00002804763	1	lncRNA
ENSG00000188283	ENST00000588371	ENSE00002810808	5	protein_coding
ENSG00000108883	ENST00000588374	ENSE00002783380	8	nonsense_mediated_decay
ENSG00000267169	ENST00000588387	ENSE00002795251	3	lncRNA
ENSG00000131115	ENST00000588394	ENSE00002892017	5	protein_coding
ENSG00000267006	ENST00000588402	ENSE00002971871	1	lncRNA
ENSG00000108840	ENST00000588419	ENSE00002854194	7	retained_intron
ENSG00000178982	ENST00000588422	ENSE00002840117	4	retained_intron
ENSG00000100181	ENST00000588424	ENSE00002923192	2	processed_transcript
ENSG00000124459	ENST00000588432	ENSE00002903144	5	processed_transcript
ENSG00000125319	ENST00000588434	ENSE00002876069	2	retained_intron
ENSG00000175322	ENST00000588435	ENSE00002775018	2	processed_transcript
ENSG00000130023	ENST00000588437	ENSE00002963022	5	protein_coding
ENSG00000104886	ENST00000588450	ENSE00002934435	3	retained_intron
ENSG00000166398	ENST00000588470	ENSE00002836446	4	protein_coding
ENSG00000177150	ENST00000588475	ENSE00002901569	3	processed_transcript
ENSG00000108479	ENST00000588479	ENSE00002926365	8	protein_coding
ENSG00000105576	ENST00000588484	ENSE00002910790	5	retained_intron
ENSG00000175886	ENST00000588490	ENSE00002910233	1	processed_pseudogene
ENSG00000105576	ENST00000588491	ENSE00002823541	6	nonsense_mediated_decay
ENSG00000134769	ENST00000588506	ENSE00002938250	2	processed_transcript
ENSG00000189164	ENST00000588512	ENSE00002873572	5	nonsense_mediated_decay
ENSG00000204920	ENST00000588531	ENSE00002894584	2	retained_intron
ENSG00000172006	ENST00000588534	ENSE00002742063	2	retained_intron
ENSG00000283633	ENST00000588548	ENSE00002951757	1	lncRNA
ENSG00000105426	ENST00000588552	ENSE00002803181	31	processed_transcript
ENSG00000186566	ENST00000588554	ENSE00002927289	2	retained_intron
ENSG00000227500	ENST00000588555	ENSE00002748600	1	retained_intron
ENSG00000266900	ENST00000588561	ENSE00002859550	1	lncRNA
ENSG00000131115	ENST00000588567	ENSE00002811371	2	retained_intron
ENSG00000240240	ENST00000588568	ENSE00002831400	3	lncRNA
ENSG00000188227	ENST00000588578	ENSE00002843432	8	protein_coding
ENSG00000257103	ENST00000588582	ENSE00003695752	7	retained_intron
ENSG00000129968	ENST00000588598	ENSE00002860623	3	retained_intron
ENSG00000126653	ENST00000588614	ENSE00002873451	4	protein_coding
ENSG00000129657	ENST00000588616	ENSE00003695987	5	protein_coding
ENSG00000130402	ENST00000588618	ENSE00002912543	12	retained_intron
ENSG00000007047	ENST00000588621	ENSE00002947196	9	retained_intron
ENSG00000213228	ENST00000588627	ENSE00002848421	1	processed_transcript
ENSG00000033627	ENST00000588629	ENSE00002758119	5	retained_intron
ENSG00000167881	ENST00000588643	ENSE00002818495	2	retained_intron
ENSG00000171827	ENST00000588644	ENSE00002311259	4	nonsense_mediated_decay
ENSG00000178904	ENST00000588648	ENSE00002815629	15	nonsense_mediated_decay
ENSG00000099821	ENST00000588649	ENSE00001365093	21	protein_coding
ENSG00000104884	ENST00000588652	ENSE00002790415	10	retained_intron
ENSG00000141622	ENST00000588679	ENSE00002823712	1	protein_coding
ENSG00000180329	ENST00000588687	ENSE00002779759	3	protein_coding
ENSG00000105186	ENST00000588700	ENSE00002841547	8	nonsense_mediated_decay
ENSG00000267228	ENST00000588705	ENSE00002896579	6	nonsense_mediated_decay
ENSG00000267353	ENST00000588717	ENSE00002912433	1	lncRNA
ENSG00000197256	ENST00000588724	ENSE00002797493	4	protein_coding
ENSG00000266992	ENST00000588725	ENSE00002850580	11	transcribed_unprocessed_pseudogene
ENSG00000105705	ENST00000588731	ENSE00003625456	14	nonsense_mediated_decay
ENSG00000167881	ENST00000588736	ENSE00002867294	3	retained_intron
ENSG00000141425	ENST00000588737	ENSE00002871328	8	protein_coding
ENSG00000053747	ENST00000588770	ENSE00002970888	32	processed_transcript
ENSG00000131473	ENST00000588779	ENSE00002758426	5	processed_transcript
ENSG00000181038	ENST00000588783	ENSE00003521181	5	protein_coding
ENSG00000197256	ENST00000588787	ENSE00002924207	5	protein_coding
ENSG00000167637	ENST00000588797	ENSE00002741211	6	protein_coding
ENSG00000142444	ENST00000588807	ENSE00002800746	2	nonsense_mediated_decay
ENSG00000181666	ENST00000588820	ENSE00002896256	1	retained_intron
ENSG00000128789	ENST00000588824	ENSE00003543981	2	retained_intron
ENSG00000179262	ENST00000588826	ENSE00002915162	8	processed_transcript
ENSG00000131469	ENST00000588830	ENSE00003689261	4	nonsense_mediated_decay
ENSG00000126243	ENST00000588831	ENSE00002777934	4	protein_coding
ENSG00000078687	ENST00000588847	ENSE00002871300	23	protein_coding
ENSG00000063244	ENST00000588850	ENSE00002826846	5	retained_intron
ENSG00000167220	ENST00000588861	ENSE00002893946	1	retained_intron
ENSG00000141458	ENST00000588867	ENSE00002801387	3	retained_intron
ENSG00000141376	ENST00000588874	ENSE00002832015	16	protein_coding
ENSG00000154265	ENST00000588877	ENSE00002819071	38	protein_coding
ENSG00000167380	ENST00000588883	ENSE00002850241	5	protein_coding
ENSG00000141385	ENST00000588893	ENSE00002930601	2	retained_intron
ENSG00000267254	ENST00000588906	ENSE00002931356	4	lncRNA
ENSG00000166974	ENST00000588910	ENSE00002762441	5	protein_coding
ENSG00000099622	ENST00000588917	ENSE00002763844	3	retained_intron
ENSG00000167468	ENST00000588919	ENSE00003684340	7	protein_coding
ENSG00000174652	ENST00000588933	ENSE00002903984	11	protein_coding
ENSG00000178982	ENST00000588934	ENSE00002961177	5	protein_coding
ENSG00000130816	ENST00000588952	ENSE00003784265	9	protein_coding
ENSG00000081913	ENST00000588953	ENSE00002785293	1	processed_transcript
ENSG00000127663	ENST00000588961	ENSE00002781615	3	processed_transcript
ENSG00000181038	ENST00000588964	ENSE00002787840	2	protein_coding
ENSG00000168610	ENST00000588969	ENSE00002860532	24	protein_coding
ENSG00000166398	ENST00000588974	ENSE00002823245	3	retained_intron
ENSG00000105220	ENST00000588991	ENSE00003831219	18	protein_coding
ENSG00000254004	ENST00000588993	ENSE00002845423	3	protein_coding
ENSG00000134440	ENST00000589001	ENSE00002797287	2	retained_intron
ENSG00000131115	ENST00000589005	ENSE00000897718	5	protein_coding
ENSG00000120784	ENST00000589018	ENSE00002959429	5	protein_coding
ENSG00000155657	ENST00000589042	ENSE00001776354	363	protein_coding
ENSG00000251247	ENST00000589046	ENSE00002817935	3	protein_coding
ENSG00000134779	ENST00000589049	ENSE00002769756	6	protein_coding
ENSG00000141425	ENST00000589050	ENSE00002767249	7	non_stop_decay
ENSG00000078142	ENST00000589056	ENSE00002816042	5	protein_coding
ENSG00000267680	ENST00000589060	ENSE00002900812	1	retained_intron
ENSG00000172009	ENST00000589087	ENSE00003652690	6	retained_intron
ENSG00000104886	ENST00000589097	ENSE00003478343	7	protein_coding
ENSG00000134775	ENST00000589114	ENSE00002875436	14	retained_intron
ENSG00000171817	ENST00000589117	ENSE00002737179	4	protein_coding
ENSG00000130175	ENST00000589126	ENSE00002885871	7	protein_coding
ENSG00000012061	ENST00000589165	ENSE00002955358	10	protein_coding
ENSG00000108639	ENST00000589168	ENSE00003677627	3	protein_coding
ENSG00000186814	ENST00000589178	ENSE00002940388	4	protein_coding
ENSG00000141429	ENST00000589189	ENSE00002933727	11	nonsense_mediated_decay
ENSG00000175322	ENST00000589203	ENSE00002883758	6	processed_transcript
ENSG00000181666	ENST00000589218	ENSE00002948014	5	processed_transcript
ENSG00000108946	ENST00000589228	ENSE00002808748	11	protein_coding
ENSG00000168517	ENST00000589230	ENSE00002738745	4	protein_coding
ENSG00000131115	ENST00000589237	ENSE00002856780	2	processed_transcript
ENSG00000197050	ENST00000589245	ENSE00002858361	4	protein_coding
ENSG00000152234	ENST00000589252	ENSE00002799530	6	protein_coding
ENSG00000188629	ENST00000589262	ENSE00002764006	6	protein_coding
ENSG00000154889	ENST00000589267	ENSE00002792294	6	protein_coding
ENSG00000159882	ENST00000589275	ENSE00002883737	1	retained_intron
ENSG00000228689	ENST00000589278	ENSE00002835667	3	lncRNA
ENSG00000142065	ENST00000589280	ENSE00002928770	3	protein_coding
ENSG00000129351	ENST00000589283	ENSE00002872855	4	protein_coding
ENSG00000104899	ENST00000589313	ENSE00002913918	3	retained_intron
ENSG00000134440	ENST00000589314	ENSE00002927667	3	retained_intron
ENSG00000082212	ENST00000589330	ENSE00003806074	8	retained_intron
ENSG00000186496	ENST00000589332	ENSE00002891752	4	protein_coding
ENSG00000062725	ENST00000589341	ENSE00002947921	12	nonsense_mediated_decay
ENSG00000161647	ENST00000589375	ENSE00002883090	13	retained_intron
ENSG00000133275	ENST00000589385	ENSE00003790088	6	protein_coding
ENSG00000267041	ENST00000589390	ENSE00002943952	5	protein_coding
ENSG00000267143	ENST00000589395	ENSE00002821761	2	lncRNA
ENSG00000257127	ENST00000589406	ENSE00002752391	1	retained_intron
ENSG00000141452	ENST00000589409	ENSE00002827082	3	retained_intron
ENSG00000188283	ENST00000589413	ENSE00002810686	8	protein_coding
ENSG00000055483	ENST00000589424	ENSE00002878913	7	protein_coding
ENSG00000175354	ENST00000589444	ENSE00002820982	1	retained_intron
ENSG00000071626	ENST00000589484	ENSE00002763388	10	retained_intron
ENSG00000129351	ENST00000589485	ENSE00002753338	6	nonsense_mediated_decay
ENSG00000126581	ENST00000589493	ENSE00002935214	3	retained_intron
ENSG00000267520	ENST00000589496	ENSE00002892143	1	lncRNA
ENSG00000105341	ENST00000589503	ENSE00002951502	3	retained_intron
ENSG00000131470	ENST00000589505	ENSE00003516661	7	retained_intron
ENSG00000159915	ENST00000589522	ENSE00002844539	4	protein_coding
ENSG00000141644	ENST00000589541	ENSE00002850346	8	protein_coding
ENSG00000078142	ENST00000589550	ENSE00002875082	5	retained_intron
ENSG00000152240	ENST00000589554	ENSE00002739555	7	nonsense_mediated_decay
ENSG00000267254	ENST00000589556	ENSE00003886751	3	lncRNA
ENSG00000181038	ENST00000589581	ENSE00002750906	3	retained_intron
ENSG00000166398	ENST00000589583	ENSE00002946506	3	protein_coding
ENSG00000126249	ENST00000589589	ENSE00002898684	2	retained_intron
ENSG00000123144	ENST00000589590	ENSE00002975065	2	retained_intron
ENSG00000105258	ENST00000589591	ENSE00003521749	5	retained_intron
ENSG00000101639	ENST00000589596	ENSE00002880901	18	protein_coding
ENSG00000132475	ENST00000589599	ENSE00002799674	4	protein_coding
ENSG00000129351	ENST00000589600	ENSE00002874414	6	protein_coding
ENSG00000132024	ENST00000589606	ENSE00002865236	29	protein_coding
ENSG00000152234	ENST00000589611	ENSE00002963955	3	retained_intron
ENSG00000189144	ENST00000589632	ENSE00003495465	8	nonsense_mediated_decay
ENSG00000105220	ENST00000589640	ENSE00002760663	5	protein_coding
ENSG00000198046	ENST00000589652	ENSE00002889152	3	processed_transcript
ENSG00000132478	ENST00000589666	ENSE00002785893	16	protein_coding
ENSG00000099622	ENST00000589686	ENSE00001113373	6	protein_coding
ENSG00000087157	ENST00000589689	ENSE00002902296	6	protein_coding
ENSG00000124459	ENST00000589703	ENSE00002829175	4	protein_coding
ENSG00000141646	ENST00000589706	ENSE00002829091	3	retained_intron
ENSG00000108828	ENST00000589709	ENSE00002970401	4	protein_coding
ENSG00000256771	ENST00000589717	ENSE00002861280	4	protein_coding
ENSG00000099817	ENST00000589737	ENSE00002817368	7	nonsense_mediated_decay
ENSG00000108669	ENST00000589768	ENSE00003785079	9	protein_coding
ENSG00000072958	ENST00000589782	ENSE00002748765	4	protein_coding
ENSG00000132478	ENST00000589790	ENSE00002913106	2	retained_intron
ENSG00000267199	ENST00000589795	ENSE00002877296	1	lncRNA
ENSG00000141699	ENST00000589797	ENSE00002774232	8	nonsense_mediated_decay
ENSG00000108883	ENST00000589825	ENSE00002846197	5	retained_intron
ENSG00000196437	ENST00000589833	ENSE00002798876	4	protein_coding
ENSG00000132471	ENST00000589834	ENSE00002951676	3	retained_intron
ENSG00000130175	ENST00000589838	ENSE00002891038	17	protein_coding
ENSG00000105426	ENST00000589851	ENSE00002834536	4	retained_intron
ENSG00000105058	ENST00000589852	ENSE00002774819	3	protein_coding
ENSG00000101654	ENST00000589866	ENSE00002811141	11	protein_coding
ENSG00000204650	ENST00000589868	ENSE00002882554	1	retained_intron
ENSG00000267680	ENST00000589870	ENSE00002937570	4	protein_coding
ENSG00000071626	ENST00000589874	ENSE00002914259	1	retained_intron
ENSG00000172466	ENST00000589881	ENSE00002968455	3	protein_coding
ENSG00000237491	ENST00000589899	ENSE00002968432	4	lncRNA
ENSG00000131469	ENST00000589913	ENSE00003640443	4	protein_coding
ENSG00000141646	ENST00000589941	ENSE00002885411	3	protein_coding
ENSG00000171791	ENST00000589955	ENSE00002871142	1	protein_coding
ENSG00000105576	ENST00000589956	ENSE00002961261	7	processed_transcript
ENSG00000198258	ENST00000589960	ENSE00003588214	3	processed_transcript
ENSG00000099821	ENST00000589961	ENSE00002775174	5	retained_intron
ENSG00000072062	ENST00000589994	ENSE00002828589	10	protein_coding
ENSG00000129351	ENST00000589998	ENSE00002789344	18	protein_coding
ENSG00000078142	ENST00000590013	ENSE00002870689	5	processed_transcript
ENSG00000186566	ENST00000590041	ENSE00002918013	10	nonsense_mediated_decay
ENSG00000126247	ENST00000590049	ENSE00002953934	9	non_stop_decay
ENSG00000011132	ENST00000590064	ENSE00002759189	4	retained_intron
ENSG00000142279	ENST00000590071	ENSE00002751039	8	protein_coding
ENSG00000283269	ENST00000590072	ENSE00002745485	4	processed_transcript
ENSG00000167384	ENST00000590088	ENSE00002807667	5	nonsense_mediated_decay
ENSG00000167380	ENST00000590089	ENSE00001328170	7	protein_coding
ENSG00000126581	ENST00000590099	ENSE00002776543	12	protein_coding
ENSG00000267278	ENST00000590100	ENSE00002927974	3	lncRNA
ENSG00000133275	ENST00000590106	ENSE00002936375	6	retained_intron
ENSG00000136448	ENST00000590114	ENSE00002764896	6	processed_transcript
ENSG00000186185	ENST00000590129	ENSE00002904140	14	protein_coding
ENSG00000170832	ENST00000590133	ENSE00002858083	22	protein_coding
ENSG00000178982	ENST00000590134	ENSE00002929645	4	retained_intron
ENSG00000101624	ENST00000590143	ENSE00002916439	13	nonsense_mediated_decay
ENSG00000131473	ENST00000590151	ENSE00002789858	29	protein_coding
ENSG00000130803	ENST00000590152	ENSE00002735434	5	retained_intron
ENSG00000240240	ENST00000590154	ENSE00003888300	15	retained_intron
ENSG00000171466	ENST00000590155	ENSE00002740611	6	protein_coding
ENSG00000087152	ENST00000590169	ENSE00002773914	5	protein_coding
ENSG00000005156	ENST00000590181	ENSE00002817586	4	retained_intron
ENSG00000168259	ENST00000590197	ENSE00003898864	5	retained_intron
ENSG00000128789	ENST00000590217	ENSE00002939328	6	protein_coding
ENSG00000229089	ENST00000590226	ENSE00002809240	2	retained_intron
ENSG00000105185	ENST00000590247	ENSE00003466331	6	protein_coding
ENSG00000141349	ENST00000590253	ENSE00001317923	3	protein_coding
ENSG00000134779	ENST00000590258	ENSE00003737072	2	protein_coding
ENSG00000129351	ENST00000590261	ENSE00002795922	19	protein_coding
ENSG00000136448	ENST00000590310	ENSE00002871264	3	retained_intron
ENSG00000154262	ENST00000590311	ENSE00002877856	5	retained_intron
ENSG00000141994	ENST00000590343	ENSE00002969174	2	protein_coding
ENSG00000267175	ENST00000590357	ENSE00002753798	2	lncRNA
ENSG00000108883	ENST00000590367	ENSE00003515700	17	retained_intron
ENSG00000181666	ENST00000590386	ENSE00002943262	4	processed_transcript
ENSG00000189042	ENST00000590392	ENSE00002780579	4	retained_intron
ENSG00000037042	ENST00000590396	ENSE00002901112	2	retained_intron
ENSG00000267277	ENST00000590399	ENSE00002880307	3	lncRNA
ENSG00000204920	ENST00000590411	ENSE00002752416	5	protein_coding
ENSG00000105705	ENST00000590439	ENSE00003711111	7	protein_coding
ENSG00000089685	ENST00000590449	ENSE00002966351	2	protein_coding
ENSG00000108984	ENST00000590474	ENSE00002780034	12	protein_coding
ENSG00000167220	ENST00000590481	ENSE00002892170	5	protein_coding
ENSG00000160633	ENST00000590485	ENSE00002942522	3	retained_intron
ENSG00000197808	ENST00000590487	ENSE00002957903	1	retained_intron
ENSG00000188283	ENST00000590503	ENSE00002975477	6	protein_coding
ENSG00000142396	ENST00000590505	ENSE00002792503	2	retained_intron
ENSG00000132003	ENST00000590508	ENSE00002232193	12	protein_coding
ENSG00000266962	ENST00000590513	ENSE00002957196	1	lncRNA
ENSG00000092931	ENST00000590514	ENSE00002776867	14	protein_coding
ENSG00000171791	ENST00000590515	ENSE00002881600	2	processed_transcript
ENSG00000167380	ENST00000590524	ENSE00002862151	6	protein_coding
ENSG00000055483	ENST00000590546	ENSE00002803198	6	protein_coding
ENSG00000198597	ENST00000590564	ENSE00002914712	4	processed_transcript
ENSG00000181666	ENST00000590570	ENSE00002934016	3	retained_intron
ENSG00000226742	ENST00000590571	ENSE00002867682	1	retained_intron
ENSG00000167380	ENST00000590578	ENSE00002916800	6	protein_coding
ENSG00000181666	ENST00000590582	ENSE00003601308	3	protein_coding
ENSG00000068097	ENST00000590587	ENSE00002963098	6	nonsense_mediated_decay
ENSG00000134775	ENST00000590592	ENSE00002743841	29	protein_coding
ENSG00000141682	ENST00000590596	ENSE00002774565	3	retained_intron
ENSG00000267498	ENST00000590607	ENSE00002816233	3	lncRNA
ENSG00000256294	ENST00000590612	ENSE00002866424	4	protein_coding
ENSG00000232677	ENST00000590622	ENSE00002828448	6	lncRNA
ENSG00000031823	ENST00000590623	ENSE00003788508	10	protein_coding
ENSG00000141429	ENST00000590654	ENSE00003472272	12	nonsense_mediated_decay
ENSG00000124459	ENST00000590655	ENSE00002809089	2	processed_transcript
ENSG00000232677	ENST00000590657	ENSE00002774771	1	lncRNA
ENSG00000152234	ENST00000590665	ENSE00003673784	12	protein_coding
ENSG00000168096	ENST00000590689	ENSE00002823438	2	retained_intron
ENSG00000160953	ENST00000590695	ENSE00002863894	5	retained_intron
ENSG00000267481	ENST00000590697	ENSE00002839246	2	lncRNA
ENSG00000179943	ENST00000590714	ENSE00002797379	2	protein_coding
ENSG00000131467	ENST00000590720	ENSE00002832104	11	protein_coding
ENSG00000141458	ENST00000590723	ENSE00002869305	2	protein_coding
ENSG00000168096	ENST00000590730	ENSE00003581334	7	nonsense_mediated_decay
ENSG00000267002	ENST00000590740	ENSE00002782781	3	lncRNA
ENSG00000180479	ENST00000590751	ENSE00002739213	5	protein_coding
ENSG00000108861	ENST00000590753	ENSE00002793533	4	protein_coding
ENSG00000072958	ENST00000590756	ENSE00001330955	10	protein_coding
ENSG00000182963	ENST00000590758	ENSE00001311342	2	protein_coding
ENSG00000167380	ENST00000590759	ENSE00002796892	2	retained_intron
ENSG00000131470	ENST00000590760	ENSE00003591512	7	protein_coding
ENSG00000233178	ENST00000590767	ENSE00002897387	2	lncRNA
ENSG00000118900	ENST00000590769	ENSE00002799761	17	protein_coding
ENSG00000131473	ENST00000590770	ENSE00002858129	6	protein_coding
ENSG00000168610	ENST00000590776	ENSE00002761247	1	processed_transcript
ENSG00000186814	ENST00000590777	ENSE00002961789	1	retained_intron
ENSG00000105576	ENST00000590781	ENSE00002760062	3	protein_coding
ENSG00000161298	ENST00000590785	ENSE00002848733	2	protein_coding
ENSG00000263002	ENST00000590795	ENSE00003620291	6	nonsense_mediated_decay
ENSG00000079805	ENST00000590806	ENSE00002817511	7	retained_intron
ENSG00000167220	ENST00000590815	ENSE00002829975	6	protein_coding
ENSG00000167604	ENST00000590828	ENSE00002909850	6	nonsense_mediated_decay
ENSG00000167881	ENST00000590833	ENSE00002739249	2	retained_intron
ENSG00000134779	ENST00000590842	ENSE00002771494	7	protein_coding
ENSG00000085415	ENST00000590843	ENSE00002860948	4	retained_intron
ENSG00000160953	ENST00000590866	ENSE00002746168	4	retained_intron
ENSG00000129351	ENST00000590869	ENSE00002832290	4	protein_coding
ENSG00000168259	ENST00000590886	ENSE00003898281	8	protein_coding
ENSG00000011304	ENST00000590887	ENSE00002974137	5	retained_intron
ENSG00000089685	ENST00000590925	ENSE00002790007	5	nonsense_mediated_decay
ENSG00000108443	ENST00000590928	ENSE00002845694	2	retained_intron
ENSG00000213341	ENST00000590930	ENSE00001452587	3	processed_transcript
ENSG00000104904	ENST00000590943	ENSE00002720570	4	nonsense_mediated_decay
ENSG00000091164	ENST00000590954	ENSE00002886714	10	protein_coding
ENSG00000181038	ENST00000590964	ENSE00002965476	4	protein_coding
ENSG00000172009	ENST00000590970	ENSE00003660466	5	protein_coding
ENSG00000108883	ENST00000590977	ENSE00002790108	8	retained_intron
ENSG00000141424	ENST00000590986	ENSE00002943663	10	protein_coding
ENSG00000181007	ENST00000590993	ENSE00002895654	1	retained_intron
ENSG00000188554	ENST00000590996	ENSE00002785844	21	protein_coding
ENSG00000126261	ENST00000591016	ENSE00002770468	6	protein_coding
ENSG00000131115	ENST00000591019	ENSE00002877731	3	retained_intron
ENSG00000108788	ENST00000591024	ENSE00002834269	6	protein_coding
ENSG00000103199	ENST00000591026	ENSE00001192904	1	processed_transcript
ENSG00000115268	ENST00000591032	ENSE00002758420	4	protein_coding
ENSG00000167635	ENST00000591063	ENSE00002819624	3	processed_transcript
ENSG00000141429	ENST00000591081	ENSE00002767223	2	protein_coding
ENSG00000152240	ENST00000591098	ENSE00002736909	3	retained_intron
ENSG00000130254	ENST00000591120	ENSE00002795889	5	nonsense_mediated_decay
ENSG00000130254	ENST00000591123	ENSE00002779493	9	nonsense_mediated_decay
ENSG00000141646	ENST00000591126	ENSE00002875061	8	retained_intron
ENSG00000099875	ENST00000591142	ENSE00001428802	4	protein_coding
ENSG00000065268	ENST00000591155	ENSE00002776251	2	retained_intron
ENSG00000105290	ENST00000591165	ENSE00002782823	2	processed_transcript
ENSG00000159905	ENST00000591168	ENSE00002949854	5	protein_coding
