ensembl_gene_id	external_gene_name	chromosome_name
ENSG00000140830	TXNL4B	16
ENSG00000196313	POM121	7
ENSG00000186871	ERCC6L	X
ENSG00000186812	ZNF397	18
ENSG00000183688	RFLNB	17
ENSG00000242038	EGFL8	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000119333	WDR34	9
ENSG00000167625	ZNF526	19
ENSG00000071626	DAZAP1	19
ENSG00000176142	TMEM39A	3
ENSG00000090989	EXOC1	4
ENSG00000266094	RASSF5	1
ENSG00000125149	C16orf70	16
ENSG00000113716	HMGXB3	5
ENSG00000129460	NGDN	14
ENSG00000105723	GSK3A	19
ENSG00000139173	TMEM117	12
ENSG00000132196	HSD17B7	1
ENSG00000119965	C10orf88	10
ENSG00000141252	VPS53	17
ENSG00000156384	SFR1	10
ENSG00000179988	PSTK	10
ENSG00000158717	RNF166	16
ENSG00000242498	ARPIN	15
ENSG00000171681	ATF7IP	12
ENSG00000122035	RASL11A	13
ENSG00000130449	ZSWIM6	5
ENSG00000079432	CIC	19
ENSG00000141956	PRDM15	21
ENSG00000130119	GNL3L	X
ENSG00000153721	CNKSR3	6
ENSG00000178425	NT5DC1	6
ENSG00000129680	MAP7D3	X
ENSG00000138785	INTS12	4
ENSG00000103121	CMC2	16
ENSG00000274811	CLPTM1L	CHR_HSCHR5_3_CTG1
ENSG00000174442	ZWILCH	15
ENSG00000168246	UBTD2	5
ENSG00000277462	ZNF670	1
ENSG00000025770	NCAPH2	22
ENSG00000197472	ZNF695	1
ENSG00000105676	ARMC6	19
ENSG00000167619	TMEM145	19
ENSG00000166451	CENPN	16
ENSG00000101452	DHX35	20
ENSG00000118482	PHF3	6
ENSG00000070423	RNF126	19
ENSG00000156931	VPS8	3
ENSG00000101346	POFUT1	20
ENSG00000152492	CCDC50	3
ENSG00000188295	ZNF669	1
ENSG00000122033	MTIF3	13
ENSG00000145919	BOD1	5
ENSG00000166454	ATMIN	16
ENSG00000137166	FOXP4	6
ENSG00000181191	PJA1	X
ENSG00000091039	OSBPL8	12
ENSG00000064607	SUGP2	19
ENSG00000165449	SLC16A9	10
ENSG00000103042	SLC38A7	16
ENSG00000138780	GSTCD	4
ENSG00000236287	ZBED5	11
ENSG00000087995	METTL2A	17
ENSG00000166689	PLEKHA7	11
ENSG00000061987	MON2	12
ENSG00000180329	CCDC43	17
ENSG00000139645	ANKRD52	12
ENSG00000073536	NLE1	17
ENSG00000108306	FBXL20	17
ENSG00000236178	VARS2	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000170921	TANC2	17
ENSG00000099875	MKNK2	19
ENSG00000132846	ZBED3	5
ENSG00000135953	MFSD9	2
ENSG00000130054	FAM155B	X
ENSG00000119396	RAB14	9
ENSG00000173786	CNP	17
ENSG00000275272	YTHDC1	CHR_HSCHR4_1_CTG9
ENSG00000141965	FEM1A	19
ENSG00000073598	FNDC8	17
ENSG00000168256	NKIRAS2	17
ENSG00000277909	SPC25	CHR_HSCHR2_1_CTG7_2
ENSG00000169118	CSNK1G1	15
ENSG00000163818	LZTFL1	3
ENSG00000164403	SHROOM1	5
ENSG00000161692	DBF4B	17
ENSG00000138138	ATAD1	10
ENSG00000213397	HAUS7	X
ENSG00000062282	DGAT2	11
ENSG00000135912	TTLL4	2
ENSG00000176658	MYO1D	17
ENSG00000110328	GALNT18	11
ENSG00000171103	TRMT61B	2
ENSG00000139350	NEDD1	12
ENSG00000184226	PCDH9	13
ENSG00000084463	WBP11	12
ENSG00000184277	TM2D3	15
ENSG00000156504	FAM122B	X
ENSG00000113845	TIMMDC1	3
ENSG00000160714	UBE2Q1	1
ENSG00000113742	CPEB4	5
ENSG00000140395	WDR61	15
ENSG00000135392	DNAJC14	12
ENSG00000086065	CHMP5	9
ENSG00000262788	UTP4	CHR_HSCHR16_2_CTG3_1
ENSG00000166803	PCLAF	15
ENSG00000224455	VPS52	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000178028	DMAP1	1
ENSG00000072415	MPP5	14
ENSG00000226225	RPS18	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000187189	TSPYL4	6
ENSG00000109911	ELP4	11
ENSG00000110013	SIAE	11
ENSG00000100554	ATP6V1D	14
ENSG00000119771	KLHL29	2
ENSG00000164252	AGGF1	5
ENSG00000152669	CCNO	5
ENSG00000140548	ZNF710	15
ENSG00000164253	WDR41	5
ENSG00000167377	ZNF23	16
ENSG00000160679	CHTOP	1
ENSG00000010270	STARD3NL	7
ENSG00000064199	SPA17	11
ENSG00000169905	TOR1AIP2	1
ENSG00000140525	FANCI	15
ENSG00000163820	FYCO1	3
ENSG00000067248	DHX29	5
ENSG00000197006	METTL9	16
ENSG00000175137	SH3BP5L	1
ENSG00000198324	PHETA1	12
ENSG00000179152	TCAIM	3
ENSG00000120539	MASTL	10
ENSG00000134884	ARGLU1	13
ENSG00000142494	SLC47A1	17
ENSG00000101003	GINS1	20
ENSG00000118200	CAMSAP2	1
ENSG00000148356	LRSAM1	9
ENSG00000162738	VANGL2	1
ENSG00000102858	MGRN1	16
ENSG00000116922	C1orf109	1
ENSG00000171161	ZNF672	1
ENSG00000198677	TTC37	5
ENSG00000177427	MIEF2	17
ENSG00000140995	DEF8	16
ENSG00000134690	CDCA8	1
ENSG00000176473	WDR25	14
ENSG00000128908	INO80	15
ENSG00000101928	MOSPD1	X
ENSG00000173960	UBXN2A	2
ENSG00000120963	ZNF706	8
ENSG00000196290	NIF3L1	2
ENSG00000184232	OAF	11
ENSG00000143337	TOR1AIP1	1
ENSG00000163026	WDCP	2
ENSG00000039123	MTREX	5
ENSG00000132382	MYBBP1A	17
ENSG00000111832	RWDD1	6
ENSG00000102316	MAGED2	X
ENSG00000171456	ASXL1	20
ENSG00000120333	MRPS14	1
ENSG00000101004	NINL	20
ENSG00000223766	PRR3	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000213079	SCAF8	6
ENSG00000170191	NANP	20
ENSG00000153391	INO80C	18
ENSG00000185033	SEMA4B	15
ENSG00000276920	NKD2	CHR_HSCHR5_4_CTG1
ENSG00000229685	HLA-DPA1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000167131	CCDC103	17
ENSG00000185090	MANEAL	1
ENSG00000139517	LNX2	13
ENSG00000153975	ZUP1	6
ENSG00000171163	ZNF692	1
ENSG00000176390	CRLF3	17
ENSG00000133169	BEX1	X
ENSG00000168564	CDKN2AIP	4
ENSG00000196141	SPATS2L	2
ENSG00000029639	TFB1M	6
ENSG00000136156	ITM2B	13
ENSG00000130684	ZNF337	20
ENSG00000179820	MYADM	19
ENSG00000278845	MRPL45	17
ENSG00000122643	NT5C3A	7
ENSG00000128159	TUBGCP6	22
ENSG00000169288	MRPL1	4
ENSG00000171970	ZNF57	19
ENSG00000135469	COQ10A	12
ENSG00000163743	RCHY1	4
ENSG00000115128	SF3B6	2
ENSG00000086200	IPO11	5
ENSG00000037042	TUBG2	17
ENSG00000240389	EGFL8	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000198089	SFI1	22
ENSG00000136874	STX17	9
ENSG00000171853	TRAPPC12	2
ENSG00000141429	GALNT1	18
ENSG00000172081	MOB3A	19
ENSG00000181035	SLC25A42	19
ENSG00000197982	C1orf122	1
ENSG00000167258	CDK12	17
ENSG00000145331	TRMT10A	4
ENSG00000196449	YRDC	1
ENSG00000180611	MB21D2	3
ENSG00000184007	PTP4A2	1
ENSG00000164610	RP9	7
ENSG00000186184	POLR1D	13
ENSG00000152253	SPC25	2
ENSG00000172292	CERS6	2
ENSG00000182552	RWDD4	4
ENSG00000141428	C18orf21	18
ENSG00000160284	SPATC1L	21
ENSG00000111110	PPM1H	12
ENSG00000148841	ITPRIP	10
ENSG00000164053	ATRIP	3
ENSG00000163900	TMEM41A	3
ENSG00000068137	PLEKHH3	17
ENSG00000107077	KDM4C	9
ENSG00000058804	NDC1	1
ENSG00000282725	CORO7	CHR_HSCHR16_3_CTG1
ENSG00000105618	PRPF31	19
ENSG00000023318	ERP44	9
ENSG00000106344	RBM28	7
ENSG00000159592	GPBP1L1	1
ENSG00000154781	CCDC174	3
ENSG00000159596	TMEM69	1
ENSG00000175691	ZNF77	19
ENSG00000088038	CNOT3	19
ENSG00000168538	TRAPPC11	4
ENSG00000128944	KNSTRN	15
ENSG00000223887	PRR3	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000176209	SMIM19	8
ENSG00000274636	GLIS2	CHR_HSCHR16_3_CTG1
ENSG00000282228	PAM16	CHR_HSCHR16_3_CTG1
ENSG00000066135	KDM4A	1
ENSG00000105617	LENG1	19
ENSG00000196510	ANAPC7	12
ENSG00000167528	ZNF641	12
ENSG00000172432	GTPBP2	6
ENSG00000104218	CSPP1	8
ENSG00000107897	ACBD5	10
ENSG00000125505	MBOAT7	19
ENSG00000143228	NUF2	1
ENSG00000119599	DCAF4	14
ENSG00000280688	CEP72	CHR_HSCHR5_5_CTG1
ENSG00000274211	SOCS7	17
ENSG00000274296	DECR2	CHR_HSCHR16_CTG2
ENSG00000155755	TMEM237	2
ENSG00000183496	MEX3B	15
ENSG00000183323	CCDC125	5
ENSG00000170892	TSEN34	19
ENSG00000134597	RBMX2	X
ENSG00000165898	ISCA2	14
ENSG00000204315	FKBPL	6
ENSG00000141425	RPRD1A	18
ENSG00000120458	MSANTD2	11
ENSG00000235750	KIAA0040	1
ENSG00000198218	QRICH1	3
ENSG00000163947	ARHGEF3	3
ENSG00000120509	PDZD11	X
ENSG00000174695	TMEM167A	5
ENSG00000006042	TMEM98	17
ENSG00000241404	EGFL8	6
ENSG00000103248	MTHFSD	16
ENSG00000127774	EMC6	17
ENSG00000127838	PNKD	2
ENSG00000223533	CCHCR1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000148019	CEP78	9
ENSG00000135926	TMBIM1	2
ENSG00000103160	HSDL1	16
ENSG00000103855	CD276	15
ENSG00000090581	GNPTG	16
ENSG00000173276	ZBTB21	21
ENSG00000047932	GOPC	6
ENSG00000183617	MRPL54	19
ENSG00000173275	ZNF449	X
ENSG00000066583	ISOC1	5
ENSG00000282130	NSMCE3	CHR_HSCHR15_4_CTG8
ENSG00000112685	EXOC2	6
ENSG00000198478	SH3BGRL2	6
ENSG00000228163	HLA-DPA1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000213977	TAX1BP3	17
ENSG00000004399	PLXND1	3
ENSG00000103671	TRIP4	15
ENSG00000119559	C19orf25	19
ENSG00000171204	TMEM126B	11
ENSG00000160256	FAM207A	21
ENSG00000231502	LSM2	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000171621	SPSB1	1
ENSG00000234058	PPP1R11	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000137804	NUSAP1	15
ENSG00000177946	CENPBD1	16
ENSG00000134759	ELP2	18
ENSG00000168216	LMBRD1	6
ENSG00000151353	TMEM18	2
ENSG00000140598	EFL1	15
ENSG00000275338	RAB11FIP3	CHR_HSCHR16_CTG2
ENSG00000103018	CYB5B	16
ENSG00000165644	COMTD1	10
ENSG00000077232	DNAJC10	2
ENSG00000116857	TMEM9	1
ENSG00000165655	ZNF503	10
ENSG00000157593	SLC35B2	6
ENSG00000155366	RHOC	1
ENSG00000171307	ZDHHC16	10
ENSG00000118402	ELOVL4	6
ENSG00000137942	FNBP1L	1
ENSG00000174460	ZCCHC12	X
ENSG00000174132	FAM174A	5
ENSG00000139826	ABHD13	13
ENSG00000091947	TMEM101	17
ENSG00000012660	ELOVL5	6
ENSG00000124608	AARS2	6
ENSG00000111231	GPN3	12
ENSG00000143207	COP1	1
ENSG00000153989	NUS1	6
ENSG00000149196	HIKESHI	11
ENSG00000118655	DCLRE1B	1
ENSG00000140941	MAP1LC3B	16
ENSG00000137038	DMAC1	9
ENSG00000103264	FBXO31	16
ENSG00000183520	UTP11	1
ENSG00000228333	RXRB	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000163349	HIPK1	1
ENSG00000186666	BCDIN3D	12
ENSG00000124688	MAD2L1BP	6
ENSG00000269556	TMEM185A	X
ENSG00000167615	LENG8	19
ENSG00000161654	LSM12	17
ENSG00000157181	ODR4	1
ENSG00000180667	YOD1	1
ENSG00000116954	RRAGC	1
ENSG00000096080	MRPS18A	6
ENSG00000127663	KDM4B	19
ENSG00000131368	MRPS25	3
ENSG00000164291	ARSK	5
ENSG00000165861	ZFYVE1	14
ENSG00000175556	LONRF3	X
ENSG00000180357	ZNF609	15
ENSG00000155329	ZCCHC10	5
ENSG00000183655	KLHL25	15
ENSG00000184368	MAP7D2	X
ENSG00000171612	SLC25A33	1
ENSG00000205352	PRR13	12
ENSG00000169446	MMGT1	X
ENSG00000154370	TRIM11	1
ENSG00000137285	TUBB2B	6
ENSG00000137266	SLC22A23	6
ENSG00000120334	CENPL	1
ENSG00000086589	RBM22	5
ENSG00000172171	TEFM	17
ENSG00000163811	WDR43	2
ENSG00000196950	SLC39A10	2
ENSG00000180964	TCEAL8	X
ENSG00000106330	MOSPD3	7
ENSG00000047188	YTHDC2	5
ENSG00000139620	KANSL2	12
ENSG00000068654	POLR1A	2
ENSG00000117593	DARS2	1
ENSG00000111877	MCM9	6
ENSG00000102531	FNDC3A	13
ENSG00000040199	PHLPP2	16
ENSG00000231321	RXRB	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000115255	REEP6	19
ENSG00000161888	SPC24	19
ENSG00000067445	TRO	X
ENSG00000255529	POLR2M	15
ENSG00000001629	ANKIB1	7
ENSG00000099246	RAB18	10
ENSG00000153107	ANAPC1	2
ENSG00000111237	VPS29	12
ENSG00000133134	BEX2	X
ENSG00000223367	RPS18	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000178761	FAM219B	15
ENSG00000228425	VPS52	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000164292	RHOBTB3	5
ENSG00000138663	COPS4	4
ENSG00000132912	DCTN4	5
ENSG00000237508	HLA-F	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000137806	NDUFAF1	15
ENSG00000153006	SREK1IP1	5
ENSG00000135828	RNASEL	1
ENSG00000082458	DLG3	X
ENSG00000140948	ZCCHC14	16
ENSG00000166887	VPS39	15
ENSG00000174574	AKIRIN1	1
ENSG00000067334	DNTTIP2	1
ENSG00000116574	RHOU	1
ENSG00000174529	TMEM81	1
ENSG00000164054	SHISA5	3
ENSG00000125652	ALKBH7	19
ENSG00000196428	TSC22D2	3
ENSG00000116711	PLA2G4A	1
ENSG00000277773	SMN2	CHR_HSCHR5_2_CTG1_1
ENSG00000187736	NHEJ1	2
ENSG00000178188	SH2B1	16
ENSG00000276187	ERMARD	CHR_HSCHR6_1_CTG4
ENSG00000138092	CENPO	2
ENSG00000196655	TRAPPC4	11
ENSG00000065615	CYB5R4	6
ENSG00000110497	AMBRA1	11
ENSG00000155729	KCTD18	2
ENSG00000112874	NUDT12	5
ENSG00000198843	SELENOT	3
ENSG00000119707	RBM25	14
ENSG00000137815	RTF1	15
ENSG00000144895	EIF2A	3
ENSG00000116455	WDR77	1
ENSG00000119616	FCF1	14
ENSG00000223618	VPS52	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000243897	EGFL8	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000166503	HDGFL3	15
ENSG00000064726	BTBD1	15
ENSG00000235220	HLA-F	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000171202	TMEM126A	11
ENSG00000057757	PITHD1	1
ENSG00000228435	C6orf47	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000174233	ADCY6	12
ENSG00000125503	PPP1R12C	19
ENSG00000169612	RAMAC	15
ENSG00000278540	ACACA	17
ENSG00000151725	CENPU	4
ENSG00000184060	ADAP2	17
ENSG00000067840	PDZD4	X
ENSG00000176994	SMCR8	17
ENSG00000140577	CRTC3	15
ENSG00000185222	TCEAL9	X
ENSG00000158769	F11R	1
ENSG00000143919	CAMKMT	2
ENSG00000140320	BAHD1	15
ENSG00000104731	KLHDC4	16
ENSG00000048392	RRM2B	8
ENSG00000175224	ATG13	11
ENSG00000244672	LY6G5B	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000003249	DBNDD1	16
ENSG00000137269	LRRC1	6
ENSG00000154118	JPH3	16
ENSG00000233210	GPANK1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000103978	TMEM87A	15
ENSG00000169105	CHST14	15
ENSG00000121454	LHX4	1
ENSG00000172057	ORMDL3	17
ENSG00000230124	ACBD6	1
ENSG00000130254	SAFB2	19
ENSG00000104886	PLEKHJ1	19
ENSG00000180423	HARBI1	11
ENSG00000133059	DSTYK	1
ENSG00000163904	SENP2	3
ENSG00000101901	ALG13	X
ENSG00000181588	MEX3D	19
ENSG00000167646	DNAAF3	19
ENSG00000119596	YLPM1	14
ENSG00000128891	CCDC32	15
ENSG00000135473	PAN2	12
ENSG00000196914	ARHGEF12	11
ENSG00000105063	PPP6R1	19
ENSG00000104885	DOT1L	19
ENSG00000115137	DNAJC27	2
ENSG00000167513	CDT1	16
ENSG00000235443	ZNRD1	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000235658	ATAT1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000031003	FAM13B	5
ENSG00000121690	DEPDC7	11
ENSG00000075188	NUP37	12
ENSG00000119777	TMEM214	2
ENSG00000133195	SLC39A11	17
ENSG00000159445	THEM4	1
ENSG00000101596	SMCHD1	18
ENSG00000144959	NCEH1	3
ENSG00000130309	COLGALT1	19
ENSG00000239264	TXNDC5	6
ENSG00000241399	CD302	2
ENSG00000135916	ITM2C	2
ENSG00000197498	RPF2	6
ENSG00000115350	POLE4	2
ENSG00000160055	TMEM234	1
ENSG00000188428	BLOC1S5	6
ENSG00000105518	TMEM205	19
ENSG00000167553	TUBA1C	12
ENSG00000165410	CFL2	14
ENSG00000139233	LLPH	12
ENSG00000153898	MCOLN2	1
ENSG00000155957	TMBIM4	12
ENSG00000189298	ZKSCAN3	6
ENSG00000105186	ANKRD27	19
ENSG00000196072	BLOC1S2	10
ENSG00000156990	RPUSD3	3
ENSG00000163029	SMC6	2
ENSG00000235676	ABHD16A	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000263465	SRSF8	11
ENSG00000149218	ENDOD1	11
ENSG00000106246	PTCD1	7
ENSG00000119471	HSDL2	9
ENSG00000124120	TTPAL	20
ENSG00000143924	EML4	2
ENSG00000102910	LONP2	16
ENSG00000166685	COG1	17
ENSG00000114745	GORASP1	3
ENSG00000026652	AGPAT4	6
ENSG00000115806	GORASP2	2
ENSG00000166860	ZBTB39	12
ENSG00000162191	UBXN1	11
ENSG00000141219	C17orf80	17
ENSG00000130733	YIPF2	19
ENSG00000166199	ALKBH3	11
ENSG00000160703	NLRX1	11
ENSG00000139697	SBNO1	12
ENSG00000126070	AGO3	1
ENSG00000082516	GEMIN5	5
ENSG00000204439	C6orf47	6
ENSG00000228575	MDC1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000185551	NR2F2	15
ENSG00000130332	LSM7	19
ENSG00000171453	POLR1C	6
ENSG00000146122	DAAM2	6
ENSG00000178951	ZBTB7A	19
ENSG00000124571	XPO5	6
ENSG00000115760	BIRC6	2
ENSG00000167925	GHDC	17
ENSG00000118246	FASTKD2	2
ENSG00000158545	ZC3H18	16
ENSG00000069275	NUCKS1	1
ENSG00000102984	ZNF821	16
ENSG00000125912	NCLN	19
ENSG00000013375	PGM3	6
ENSG00000119574	ZBTB45	19
ENSG00000175984	DENND2C	1
ENSG00000213995	NAXD	13
ENSG00000158715	SLC45A3	1
ENSG00000233314	PPP1R11	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000066697	MSANTD3	9
ENSG00000112210	RAB23	6
ENSG00000108773	KAT2A	17
ENSG00000152683	SLC30A6	2
ENSG00000163348	PYGO2	1
ENSG00000171606	ZNF274	19
ENSG00000167112	TRUB2	9
ENSG00000112200	ZNF451	6
ENSG00000181894	ZNF329	19
ENSG00000198783	ZNF830	17
ENSG00000064932	SBNO2	19
ENSG00000116698	SMG7	1
ENSG00000103187	COTL1	16
ENSG00000168116	KIAA1586	6
ENSG00000158792	SPATA2L	16
ENSG00000188706	ZDHHC9	X
ENSG00000178935	ZNF552	19
ENSG00000198466	ZNF587	19
ENSG00000197323	TRIM33	1
ENSG00000031691	CENPQ	6
ENSG00000133247	KMT5C	19
ENSG00000275333	FAM120B	CHR_HSCHR6_1_CTG5
ENSG00000112167	SAYSD1	6
ENSG00000182362	YBEY	21
ENSG00000262919	CCNQ	X
ENSG00000181481	RNF135	17
ENSG00000138442	WDR12	2
ENSG00000144567	RETREG2	2
ENSG00000158985	CDC42SE2	5
ENSG00000115649	CNPPD1	2
ENSG00000139433	GLTP	12
ENSG00000133142	TCEAL4	X
ENSG00000087152	ATXN7L3	17
ENSG00000109670	FBXW7	4
ENSG00000086015	MAST2	1
ENSG00000133069	TMCC2	1
ENSG00000135972	MRPS9	2
ENSG00000063241	ISOC2	19
ENSG00000198208	RPS6KL1	14
ENSG00000197483	ZNF628	19
ENSG00000090971	NAT14	19
ENSG00000112773	TENT5A	6
ENSG00000175213	ZNF408	11
ENSG00000170577	SIX2	2
ENSG00000218891	ZNF579	19
ENSG00000168101	NUDT16L1	16
ENSG00000179943	FIZ1	19
ENSG00000179922	ZNF784	19
ENSG00000144036	EXOC6B	2
ENSG00000182175	RGMA	15
ENSG00000125648	SLC25A23	19
ENSG00000171425	ZNF581	19
ENSG00000213015	ZNF580	19
ENSG00000166133	RPUSD2	15
ENSG00000101166	PRELID3B	20
ENSG00000236949	ZNRD1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000131475	VPS25	17
ENSG00000139436	GIT2	12
ENSG00000186908	ZDHHC17	12
ENSG00000103994	ZNF106	15
ENSG00000158552	ZFAND2B	2
ENSG00000167685	ZNF444	19
ENSG00000144355	DLX1	2
ENSG00000136891	TEX10	9
ENSG00000167515	TRAPPC2L	16
ENSG00000141741	MIEN1	17
ENSG00000161395	PGAP3	17
ENSG00000131848	ZSCAN5A	19
ENSG00000159055	MIS18A	21
ENSG00000160298	C21orf58	21
ENSG00000198961	PJA2	5
ENSG00000234114	CCHCR1	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000172992	DCAKD	17
ENSG00000161714	PLCD3	17
ENSG00000139437	TCHP	12
ENSG00000181513	ACBD4	17
ENSG00000144579	CTDSP1	2
ENSG00000001561	ENPP4	6
ENSG00000135974	C2orf49	2
ENSG00000136448	NMT1	17
ENSG00000122824	NUDT10	X
ENSG00000142207	URB1	21
ENSG00000205765	C5orf51	5
ENSG00000160785	SLC25A44	1
ENSG00000145780	FEM1C	5
ENSG00000174917	MICOS13	19
ENSG00000103591	AAGAB	15
ENSG00000134970	TMED7	5
ENSG00000086666	ZFAND6	15
ENSG00000168994	PXDC1	6
ENSG00000162783	IER5	1
ENSG00000181991	MRPS11	15
ENSG00000259494	MRPL46	15
ENSG00000172530	BANP	16
ENSG00000140543	DET1	15
ENSG00000152520	PAN3	13
ENSG00000130255	RPL36	19
ENSG00000196368	NUDT11	X
ENSG00000167733	HSD11B1L	19
ENSG00000124574	ABCC10	6
ENSG00000177548	RABEP2	16
ENSG00000197951	ZNF71	19
ENSG00000171462	DLK2	6
ENSG00000178229	ZNF543	19
ENSG00000131845	ZNF304	19
ENSG00000175216	CKAP5	11
ENSG00000087095	NLK	17
ENSG00000178718	RPP25	15
ENSG00000005700	IBTK	6
ENSG00000217128	FNIP1	5
ENSG00000108509	CAMTA2	17
ENSG00000235176	ZNRD1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000188785	ZNF548	19
ENSG00000111481	COPZ1	12
ENSG00000143554	SLC27A3	1
ENSG00000163346	PBXIP1	1
ENSG00000143624	INTS3	1
ENSG00000105136	ZNF419	19
ENSG00000121406	ZNF549	19
ENSG00000083817	ZNF416	19
ENSG00000198925	ATG9A	2
ENSG00000159079	CFAP298	21
ENSG00000160233	LRRC3	21
ENSG00000183647	ZNF530	19
ENSG00000082153	BZW1	2
ENSG00000119638	NEK9	14
ENSG00000233164	C6orf136	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000158427	TMSB15B	X
ENSG00000012174	MBTPS2	X
ENSG00000102181	CD99L2	X
ENSG00000135913	USP37	2
ENSG00000083828	ZNF586	19
ENSG00000112039	FANCE	6
ENSG00000156304	SCAF4	21
ENSG00000160469	BRSK1	19
ENSG00000101158	NELFCD	20
ENSG00000003393	ALS2	2
ENSG00000141295	SCRN2	17
ENSG00000115084	SLC35F5	2
ENSG00000175879	HOXD8	2
ENSG00000178904	DPY19L3	19
ENSG00000105771	SMG9	19
ENSG00000140688	C16orf58	16
ENSG00000175575	PAAF1	11
ENSG00000103051	COG4	16
ENSG00000101624	CEP76	18
ENSG00000159556	ISL2	15
ENSG00000132563	REEP2	5
ENSG00000145506	NKD2	5
ENSG00000152082	MZT2B	2
ENSG00000158457	TSPAN33	7
ENSG00000170145	SIK2	11
ENSG00000128789	PSMG2	18
ENSG00000136699	SMPD4	2
ENSG00000179021	C3orf38	3
ENSG00000167987	VPS37C	11
ENSG00000157778	PSMG3	7
ENSG00000206481	MDC1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000198856	OSTC	4
ENSG00000179833	SERTAD2	2
ENSG00000197062	ZSCAN26	6
ENSG00000127481	UBR4	1
ENSG00000139636	LMBR1L	12
ENSG00000137338	PGBD1	6
ENSG00000103037	SETD6	16
ENSG00000127526	SLC35E1	19
ENSG00000143374	TARS2	1
ENSG00000282712	DEAF1	CHR_HSCHR11_1_CTG8
ENSG00000084652	TXLNA	1
ENSG00000066248	NGEF	2
ENSG00000036054	TBC1D23	3
ENSG00000140691	ARMC5	16
ENSG00000179965	ZNF771	16
ENSG00000125107	CNOT1	16
ENSG00000179958	DCTPP1	16
ENSG00000177239	MAN1B1	9
ENSG00000074696	HACD3	15
ENSG00000063761	ADCK1	14
ENSG00000204120	GIGYF2	2
ENSG00000164638	SLC29A4	7
ENSG00000132424	PNISR	6
ENSG00000172086	KRCC1	2
ENSG00000148297	MED22	9
ENSG00000176871	WSB2	12
ENSG00000095485	CWF19L1	10
ENSG00000164920	OSR2	8
ENSG00000102977	ACD	16
ENSG00000198933	TBKBP1	17
ENSG00000198924	DCLRE1A	10
ENSG00000274305	LENG8	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000198736	MSRB1	16
ENSG00000180537	RNF182	6
ENSG00000154305	MIA3	1
ENSG00000111581	NUP107	12
ENSG00000167220	HDHD2	18
ENSG00000124422	USP22	17
ENSG00000064545	TMEM161A	19
ENSG00000072121	ZFYVE26	14
ENSG00000100379	KCTD17	22
ENSG00000136100	VPS36	13
ENSG00000243156	MICAL3	22
ENSG00000134049	IER3IP1	18
ENSG00000130559	CAMSAP1	9
ENSG00000134453	RBM17	10
ENSG00000168434	COG7	16
ENSG00000161021	MAML1	5
ENSG00000162065	TBC1D24	16
ENSG00000182117	NOP10	15
ENSG00000175115	PACS1	11
ENSG00000186063	AIDA	1
ENSG00000120860	WASHC3	12
ENSG00000162066	AMDHD2	16
ENSG00000153339	TRAPPC8	18
ENSG00000150316	CWC15	11
ENSG00000123144	TRIR	19
ENSG00000236063	ABHD16A	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000148300	REXO4	9
ENSG00000116874	WARS2	1
ENSG00000135900	MRPL44	2
ENSG00000086758	HUWE1	X
ENSG00000104442	ARMC1	8
ENSG00000183955	KMT5A	12
ENSG00000256235	SMIM3	5
ENSG00000249115	HAUS5	19
ENSG00000176531	PHLDB3	19
ENSG00000145908	ZNF300	5
ENSG00000072134	EPN2	17
ENSG00000106086	PLEKHA8	7
ENSG00000113384	GOLPH3	5
ENSG00000154429	CCSAP	1
