ENSEMBL Gene ID	Gene symbol	siUPF1LL vs NT log2(fold change)	False discovery rate (FDR)
ENSG00000186184	POLR1D	-0.216158407	0.001900004
ENSG00000186185	KIF18B	-0.15454405	0.079656657
ENSG00000186187	ZNRF1	0.074082525	0.573541447
ENSG00000186193	SAPCD2	0.096832159	0.244917509
ENSG00000186197	EDARADD	0.393018226	0.018007195
ENSG00000186205	1-Mar-16	-0.333266076	3.81429E-05
ENSG00000186222	BLOC1S4	-0.105900623	0.314538493
ENSG00000186230	ZNF749	-0.786016635	2.98E-06
ENSG00000186231	KLHL32	0.755742433	0.021469211
ENSG00000186260	MKL2	0.247487554	0.03063689
ENSG00000186272	ZNF17	-0.979106083	1.28E-06
ENSG00000186275	NBPF12	0.670033303	5.17E-04
ENSG00000186280	KDM4D	-0.393031451	0.002635263
ENSG00000186283	TOR3A	0.069839064	0.391899199
ENSG00000186298	PPP1CC	-0.190802001	7.57E-04
ENSG00000186300	ZNF555	0.464443073	0.00024531
ENSG00000186310	NAP1L3	0.256694438	0.039044242
ENSG00000186312	CA5BP1	0.066301827	0.586779987
ENSG00000186314	PRELID2	0.253601235	0.03259602
ENSG00000186318	BACE1	-0.484242835	2.82116E-05
ENSG00000186326	RGS9BP	0.284525332	0.275809081
ENSG00000186350	RXRA	0.453007879	5.71E-06
ENSG00000186364	NUDT17	-0.16551403	0.376237735
ENSG00000186376	ZNF75D	-0.113747361	0.213920896
ENSG00000186377	CYP4X1	-0.841875057	0.070607765
ENSG00000186395	KRT10	-0.184767704	3.40E-01
ENSG00000186409	CCDC30	0.212127697	0.45292702
ENSG00000186416	NKRF	-0.273038699	0.000189092
ENSG00000186417	GLDN	0.960402958	0.003520537
ENSG00000186432	KPNA4	0.114884575	0.047056593
ENSG00000186446	ZNF501	0.226139094	0.100423085
ENSG00000186448	ZNF197	0.106519318	0.279639218
ENSG00000186468	RPS23	-0.465441384	9.60E-09
ENSG00000186469	GNG2	0.233316991	0.212652146
ENSG00000186470	BTN3A2	-0.295563294	0.020306253
ENSG00000186472	PCLO	0.745300032	0.000022959
ENSG00000186480	INSIG1	-1.355172298	5.86E-13
ENSG00000186496	ZNF396	-0.252481541	0.12885212
ENSG00000186501	TMEM222	-0.58524761	2.33E-07
ENSG00000186517	ARHGAP30	-0.030454236	0.930534309
ENSG00000186522	10-Sep-16	0.021861543	7.64E-01
ENSG00000186523	FAM86B1	-0.734601791	0.094407008
ENSG00000186532	SMYD4	0.132532608	1.68E-01
ENSG00000186564	FOXD2	0.53143318	0.000921484
ENSG00000186566	GPATCH8	0.206175893	0.003793952
ENSG00000186575	NF2	-0.345640226	1.31E-06
ENSG00000186577	C6orf1	0.181335736	0.119193285
ENSG00000186591	UBE2H	0.216055187	0.010065086
ENSG00000186594	MIR22HG	1.475431495	1.00E-07
ENSG00000186615	KTN1-AS1	-0.220327625	2.30E-01
ENSG00000186625	KATNA1	0.169498673	0.020800296
ENSG00000186635	ARAP1	0.775402416	5.85E-09
ENSG00000186638	KIF24	-0.305473057	7.26E-04
ENSG00000186648	LRRC16B	1.227532971	0.001673749
ENSG00000186654	PRR5	-0.000135237	0.999530023
ENSG00000186660	ZFP91	-0.215334644	3.43E-03
ENSG00000186665	C17orf58	0.330163515	0.001257035
ENSG00000186666	BCDIN3D	-0.177299731	0.26115466
ENSG00000186684	CYP27C1	-0.189670814	0.570701652
ENSG00000186687	LYRM7	-1.167766034	9.38E-10
ENSG00000186716	BCR	-0.308860126	7.17E-06
ENSG00000186767	SPIN4	0.825778665	5.84E-07
ENSG00000186787	SPIN2B	-0.268792293	0.259856257
ENSG00000186792	HYAL3	-0.142058107	4.79E-01
ENSG00000186812	ZNF397	-0.3633609	1.24E-04
ENSG00000186814	ZSCAN30	0.693593868	6.62E-07
ENSG00000186815	TPCN1	-0.19439577	0.035113175
ENSG00000186834	HEXIM1	0.507114288	5.36708E-05
ENSG00000186854	TRABD2A	0.109840712	0.64450084
ENSG00000186862	PDZD7	0.687742698	2.70E-02
ENSG00000186866	POFUT2	0.334651512	0.000304661
ENSG00000186867	QRFPR	0.108290726	0.589846503
ENSG00000186868	MAPT	0.741904912	4.65043E-05
ENSG00000186871	ERCC6L	-0.149223347	0.025844669
ENSG00000186889	TMEM17	0.301283397	0.225661766
ENSG00000186897	C1QL4	1.255058533	6.00E-06
ENSG00000186907	RTN4RL2	0.271293301	0.18711704
ENSG00000186908	ZDHHC17	0.45709312	3.68873E-05
ENSG00000186918	ZNF395	0.161558185	0.052989808
ENSG00000186951	PPARA	0.593408176	2.47E-07
ENSG00000186976	EFCAB6	-0.234352009	0.29150681
ENSG00000186998	EMID1	1.159389659	3.13706E-05
ENSG00000187049	TMEM216	0.3170449	0.012355023
ENSG00000187051	RPS19BP1	-0.113807926	1.22E-01
ENSG00000187068	C3orf70	0.318173277	0.012336838
ENSG00000187079	TEAD1	0.123981274	0.032500825
ENSG00000187091	PLCD1	0.960582164	0.000140254
ENSG00000187097	ENTPD5	0.797940487	3.20E-07
ENSG00000187098	MITF	-0.021666946	0.889836607
ENSG00000187109	NAP1L1	-0.139946916	0.012231619
ENSG00000187118	CMC1	-0.121736409	0.278818559
ENSG00000187123	LYPD6	0.694004783	2.41E-05
ENSG00000187140	FOXD3	0.07454787	0.727534145
ENSG00000187145	MRPS21	-0.017569038	0.776548602
ENSG00000187147	RNF220	-0.321209446	6.90233E-05
ENSG00000187164	KIAA1598	0.202518019	0.015451365
ENSG00000187187	ZNF546	-0.246288716	0.034559533
ENSG00000187189	TSPYL4	0.183605644	0.011767848
ENSG00000187193	MT1X	-0.085482838	0.60636228
ENSG00000187210	GCNT1	0.838547904	1.74E-07
ENSG00000187231	SESTD1	-0.514846303	2.24E-06
ENSG00000187239	FNBP1	0.19984738	0.014180766
ENSG00000187240	DYNC2H1	-0.436179665	1.00E-06
ENSG00000187244	BCAM	1.417902077	9.45E-09
ENSG00000187257	RSBN1L	-0.094781445	1.51E-01
ENSG00000187266	EPOR	1.061607316	8.00E-06
ENSG00000187325	TAF9B	-0.271526781	1.43E-03
ENSG00000187391	MAGI2	0.265493917	2.95E-01
ENSG00000187446	CHP1	0.389916708	1.95E-06
ENSG00000187456	RDM1	-0.858829988	6.13E-05
ENSG00000187479	C11orf96	-0.668788379	0.030078193
ENSG00000187486	KCNJ11	0.853471464	7.63E-06
ENSG00000187498	COL4A1	0.012821513	8.88E-01
ENSG00000187514	PTMA	-0.017287065	0.666790015
ENSG00000187522	HSPA14	-0.328175653	6.21E-06
ENSG00000187531	SIRT7	0.694557395	5.18E-07
ENSG00000187535	IFT140	0.332120259	0.002073111
ENSG00000187555	USP7	-0.147556068	0.013883045
ENSG00000187605	TET3	0.417683197	3.75E-06
ENSG00000187607	ZNF286A	0.219595463	3.28E-02
ENSG00000187608	ISG15	0.98025385	0.002646199
ENSG00000187609	EXD3	0.209579579	0.396674889
ENSG00000187624	C17orf97	-0.740606863	1.43E-02
ENSG00000187626	ZKSCAN4	-0.055717361	0.654382646
ENSG00000187630	DHRS4L2	0.010936109	0.966426182
ENSG00000187634	SAMD11	-0.145818342	0.05874811
ENSG00000187650	VMAC	0.364086701	0.182547331
ENSG00000187667	WHAMMP3	0.431897696	0.029934799
ENSG00000187672	ERC2	0.014335054	0.948051225
ENSG00000187676	B3GALTL	0.085023083	0.335012265
ENSG00000187699	C2orf88	0.286472054	0.145718036
ENSG00000187713	TMEM203	-0.028408242	0.750265494
ENSG00000187720	THSD4	0.053182336	0.728159134
ENSG00000187735	TCEA1	0.115286402	0.042502024
ENSG00000187741	FANCA	0.058751892	0.440717596
ENSG00000187742	SECISBP2	0.023459413	0.72671675
ENSG00000187764	SEMA4D	0.415063319	0.001074799
ENSG00000187772	LIN28B	-0.565069783	6.53E-08
ENSG00000187775	DNAH17	0.467374088	0.15213025
ENSG00000187778	MCRS1	0.305311688	1.84694E-05
ENSG00000187790	FANCM	-0.050996572	0.478021298
ENSG00000187792	ZNF70	0.389497713	1.45E-04
ENSG00000187796	CARD9	-0.310783265	0.121909251
ENSG00000187801	ZFP69B	0.485734142	0.011356171
ENSG00000187815	ZFP69	-0.250069917	0.026130299
ENSG00000187837	HIST1H1C	-0.460400232	2.06E-08
ENSG00000187840	EIF4EBP1	-0.36488533	0.000034425
ENSG00000187860	CCDC157	0.299204127	0.070682088
ENSG00000187866	FAM122A	0.138734926	0.135044258
ENSG00000187951	ARHGAP11B	0.17295187	1.39E-01
ENSG00000187953	PMS2CL	0.179544371	0.255630597
ENSG00000187954	CYHR1	-0.045153819	0.600965703
ENSG00000187955	COL14A1	1.17068502	5.85E-08
ENSG00000187961	KLHL17	0.300353468	0.010689856
ENSG00000187984	ANKRD19P	0.088718754	0.625856232
ENSG00000187987	ZSCAN23	0.291143307	0.09388394
ENSG00000187990	HIST1H2BG	-2.206317404	9.13E-10
ENSG00000188002	RP11-43F13.1	-0.13628082	0.282406003
ENSG00000188010	MORN2	0.1616165	0.100644846
ENSG00000188021	UBQLN2	-0.117225955	0.155905659
ENSG00000188026	RILPL1	0.145036894	3.44E-01
ENSG00000188033	ZNF490	0.617925035	0.000216414
ENSG00000188042	ARL4C	0.378990473	0.000465864
ENSG00000188070	C11orf95	-0.753944093	4.02E-09
ENSG00000188092	GPR89B	0.28681382	0.278980014
ENSG00000188107	EYS	-0.070855825	0.86090862
ENSG00000188130	MAPK12	0.493066253	9.48E-07
ENSG00000188153	COL4A5	-0.015566242	8.16E-01
ENSG00000188157	AGRN	0.841149218	6.50E-09
ENSG00000188158	NHS	0.030696779	0.891406634
ENSG00000188167	TMPPE	-0.594896185	7.86E-04
ENSG00000188176	SMTNL2	0.091069129	0.740044681
ENSG00000188177	ZC3H6	-0.68820898	2.39E-04
ENSG00000188185	LINC00265	0.227289048	0.421171933
ENSG00000188186	LAMTOR4	-0.133617833	0.071241657
ENSG00000188191	PRKAR1B	-1.25273827	4.29E-09
ENSG00000188206	HNRNPU-AS1	-0.339293781	0.014075226
ENSG00000188211	NCR3LG1	-0.76318104	4.33E-09
ENSG00000188215	DCUN1D3	0.114661576	0.262179377
ENSG00000188227	ZNF793	-1.425822302	1.47E-04
ENSG00000188229	TUBB4B	0.061606512	0.193295214
ENSG00000188242	CTD-2228K2.5	-0.409215205	8.09E-04
ENSG00000188243	COMMD6	-0.002246086	0.981216942
ENSG00000188266	HYKK	-0.503757003	0.000226368
ENSG00000188283	ZNF383	-0.580846388	0.007345513
ENSG00000188290	HES4	-0.291313994	0.000244245
ENSG00000188295	ZNF669	-0.060247173	0.717573245
ENSG00000188312	CENPP	-0.175661366	0.120027245
ENSG00000188313	PLSCR1	-0.198320966	0.029794744
ENSG00000188315	C3orf62	0.519704995	0.010616284
ENSG00000188321	ZNF559	-0.718890988	5.8822E-06
ENSG00000188322	SBK1	0.482219799	0.004250707
ENSG00000188342	GTF2F2	-0.138257938	0.092882635
ENSG00000188343	FAM92A1	-0.273119328	0.020919807
ENSG00000188352	FOCAD	-0.306053865	4.75222E-05
ENSG00000188368	PRR19	1.396145532	2.57301E-05
ENSG00000188372	ZP3	-0.496789187	0.192880508
ENSG00000188419	CHM	0.027497221	0.703314653
ENSG00000188428	BLOC1S5	0.129820244	0.171749848
ENSG00000188452	CERKL	-0.067249181	0.760916839
ENSG00000188483	IER5L	0.682732655	0.000522023
ENSG00000188486	H2AFX	-0.027670866	0.702975358
ENSG00000188493	C19orf54	-0.621123151	0.000644017
ENSG00000188517	COL25A1	-0.063747422	0.567915063
ENSG00000188522	FAM83G	0.978274345	7.49E-09
ENSG00000188529	SRSF10	-0.043817052	0.736358194
ENSG00000188542	DUSP28	0.027770838	0.90792514
ENSG00000188549	C15orf52	-0.011288935	0.97881265
ENSG00000188554	NBR1	-0.028896475	6.43E-01
ENSG00000188559	RALGAPA2	0.093600977	0.218349453
ENSG00000188566	NDOR1	0.304983697	0.014971965
ENSG00000188573	FBLL1	0.658184507	0.014603764
ENSG00000188599	NPIPP1	0.5309378	0.174689859
ENSG00000188603	CLN3	0.659481568	0.000408348
ENSG00000188610	FAM72B	0.2327544	0.136452042
ENSG00000188611	ASAH2	-0.196712829	0.575534842
ENSG00000188612	SUMO2	0.047311837	0.406881411
ENSG00000188613	NANOS1	0.30238893	0.031853598
ENSG00000188636	LDOC1L	-0.153334657	0.007304649
ENSG00000188647	PTAR1	-1.056900783	2.17E-09
ENSG00000188659	FAM154B	0.106665263	0.772132685
ENSG00000188677	PARVB	-0.57004521	1.55E-07
ENSG00000188681	TEKT4P2	-0.099719729	0.789287263
ENSG00000188690	UROS	-0.796652056	4.39E-09
ENSG00000188706	ZDHHC9	-0.772761926	1.17E-09
ENSG00000188707	ZBED6CL	-0.882507497	1.96E-06
ENSG00000188725	SMIM15	-0.331752869	0.002853931
ENSG00000188729	OSTN	-1.954148505	1.37E-05
ENSG00000188732	FAM221A	0.284783117	1.37E-01
ENSG00000188735	TMEM120B	-0.208093857	1.24E-02
ENSG00000188738	FSIP2	-0.279835226	0.229222109
ENSG00000188739	RBM34	-0.277352092	0.381767431
ENSG00000188747	NOXA1	0.386890323	0.186321248
ENSG00000188760	TMEM198	-0.206723455	0.094009919
ENSG00000188763	FZD9	-0.240823569	0.086633892
ENSG00000188779	SKOR1	1.454433505	0.000129689
ENSG00000188785	ZNF548	-0.63260227	3.31529E-05
ENSG00000188786	MTF1	0.119435962	0.238798271
ENSG00000188807	TMEM201	-0.060752427	0.470250092
ENSG00000188811	NHLRC3	0.37970649	0.000419022
ENSG00000188818	ZDHHC11	0.88737628	0.003538443
ENSG00000188825	LINC00910	0.406533607	0.047407914
ENSG00000188827	SLX4	0.510665513	2.57E-06
ENSG00000188846	RPL14	-0.62443089	1.01E-10
ENSG00000188848	BEND4	-0.131882318	0.071002881
ENSG00000188878	FBF1	0.492351784	0.001245262
ENSG00000188895	MSL1	0.139018816	1.70E-02
ENSG00000188906	LRRK2	0.029819612	8.34E-01
ENSG00000188917	TRMT2B	-0.029984675	0.669624859
ENSG00000188931	C1orf192	0.698900773	0.000853578
ENSG00000188938	FAM120AOS	0.415659731	7.39E-06
ENSG00000188971	RP11-427H3.3	-0.028103402	0.774992352
ENSG00000188976	NOC2L	-0.484041066	9.14E-08
ENSG00000188986	NELFB	0.191840992	0.009792629
ENSG00000188987	HIST1H4D	-0.602153194	2.37E-09
ENSG00000188994	ZNF292	0.237108204	0.002333447
ENSG00000188997	KCTD21	0.096802933	5.13E-01
ENSG00000189007	ADAT2	-0.472053163	2.17335E-05
ENSG00000189042	ZNF567	-1.015016794	5.36E-07
ENSG00000189043	NDUFA4	0.340964672	3.90E-06
ENSG00000189046	ALKBH2	-0.420080686	0.000130314
ENSG00000189050	RNFT1	0.043076496	0.687067985
ENSG00000189060	H1F0	0.932557299	1.14E-10
ENSG00000189067	LITAF	0.06275789	4.20E-01
ENSG00000189077	TMEM120A	0.168055896	0.20629411
ENSG00000189079	ARID2	0.082392712	0.241692329
ENSG00000189091	SF3B3	0.008670721	8.42E-01
ENSG00000189114	BLOC1S3	0.329415411	0.018993455
ENSG00000189127	ANKRD34B	-0.129155008	0.538100604
ENSG00000189136	UBE2Q2P1	0.058628737	0.819860898
ENSG00000189144	ZNF573	-0.563650015	0.000721566
ENSG00000189149	CRYM-AS1	0.612419048	0.049619763
ENSG00000189159	HN1	-0.417826349	4.46E-07
ENSG00000189164	ZNF527	-0.707224731	4.41226E-05
ENSG00000189171	S100A13	0.602014099	2.98E-06
ENSG00000189180	ZNF33A	-0.182496628	0.012319363
ENSG00000189184	PCDH18	0.6024816	3.80E-05
ENSG00000189195	BTBD8	-0.162152766	0.559657355
ENSG00000189212	DPY19L2P1	-0.11055971	5.08E-01
ENSG00000189221	MAOA	0.309379351	0.070906391
ENSG00000189227	C15orf61	0.023320739	0.854415697
ENSG00000189241	TSPYL1	-0.184094296	0.001484347
ENSG00000189266	PNRC2	0.140836685	0.421720143
ENSG00000189283	FHIT	-0.433955148	0.036716167
ENSG00000189298	ZKSCAN3	-0.279963277	0.014946889
ENSG00000189306	RRP7A	-0.267372951	4.88234E-05
ENSG00000189308	LIN54	0.450140991	2.83E-06
ENSG00000189319	FAM53B	-0.066919547	0.362361096
ENSG00000189337	KAZN	0.5782736	0.000290279
ENSG00000189339	SLC35E2B	0.35031291	0.000223429
ENSG00000189343	RPS2P46	0.172239842	1.00E-02
ENSG00000189362	TMEM194B	-0.472446272	0.001072975
ENSG00000189369	GSPT2	-0.375024527	0.003229253
ENSG00000189376	C8orf76	0.145553512	0.282820333
ENSG00000189403	HMGB1	-0.263775516	8.81178E-05
ENSG00000189410	SH2D5	-0.02679532	0.881359483
ENSG00000196072	BLOC1S2	0.33964871	0.000240285
ENSG00000196074	SYCP2	0.081064899	0.656267193
ENSG00000196081	ZNF724P	-0.467979348	6.54E-06
ENSG00000196083	IL1RAP	-0.17856948	0.135684623
ENSG00000196092	PAX5	0.561609257	0.178829864
ENSG00000196110	ZNF699	-0.121918298	0.573442442
ENSG00000196116	TDRD7	0.365134952	2.07E-04
ENSG00000196118	C16orf93	-0.373673345	0.083550499
ENSG00000196123	KIAA0895L	0.955013769	3.33E-07
ENSG00000196126	HLA-DRB1	0.205205028	0.179833473
ENSG00000196141	SPATS2L	0.27332095	0.001194422
ENSG00000196150	ZNF250	-0.202431998	0.109970665
ENSG00000196151	WDSUB1	0.130978339	3.58E-01
ENSG00000196152	ZNF79	0.775069238	2.23E-06
ENSG00000196155	PLEKHG4	0.211500177	0.035071739
ENSG00000196159	FAT4	0.474080931	1.09011E-05
ENSG00000196172	ZNF681	-0.469270778	0.006168798
ENSG00000196176	HIST1H4A	-1.240512206	5.26E-11
ENSG00000196177	ACADSB	-0.361790475	0.000076559
ENSG00000196182	STK40	0.132913716	0.047377989
ENSG00000196187	TMEM63A	0.691283647	2.44E-06
ENSG00000196199	MPHOSPH8	0.062681582	4.42E-01
ENSG00000196204	RNF216P1	-0.248921136	0.018361378
ENSG00000196205	EEF1A1P5	-0.434572301	2.56049E-05
ENSG00000196208	GREB1	-0.229978772	5.88E-02
ENSG00000196214	ZNF766	-0.641473512	9.19E-06
ENSG00000196220	SRGAP3	0.605632923	0.001150202
ENSG00000196227	FAM217B	-0.129802696	0.101756862
ENSG00000196230	TUBB	-0.452362002	4.87E-10
ENSG00000196233	LCOR	-0.062087514	4.28E-01
ENSG00000196235	SUPT5H	0.080492024	0.141478998
ENSG00000196236	XPNPEP3	-0.079657191	0.296902775
ENSG00000196247	ZNF107	-0.209941434	1.58E-02
ENSG00000196262	PPIA	-0.40282113	1.68E-08
ENSG00000196263	ZNF471	-0.399800666	0.212384352
ENSG00000196267	ZNF836	-0.84976904	0.003021898
ENSG00000196268	ZNF493	0.06100993	0.619907412
ENSG00000196284	SUPT3H	-0.080860249	6.34E-01
ENSG00000196290	NIF3L1	-0.031797233	0.65129548
ENSG00000196295	AC005154.6	0.554967511	0.000295914
ENSG00000196296	ATP2A1	0.024701342	0.947679757
ENSG00000196305	IARS	-0.926407784	1.13E-12
ENSG00000196312	HIATL2	0.109364212	0.605920807
ENSG00000196313	POM121	0.340143739	0.00115143
ENSG00000196323	ZBTB44	0.118609304	0.108000194
ENSG00000196331	HIST1H2BO	-0.914631339	4.78E-11
ENSG00000196352	CD55	-0.04631059	0.570372704
ENSG00000196357	ZNF565	0.269481609	0.193555789
ENSG00000196363	WDR5	-0.273051816	8.96235E-05
ENSG00000196365	LONP1	0.256805024	1.76E-04
ENSG00000196367	TRRAP	-0.060788405	0.523197173
ENSG00000196368	NUDT11	-0.073023806	0.352899404
ENSG00000196369	SRGAP2B	0.39106429	0.001519523
ENSG00000196371	FUT4	0.15949139	0.210232624
ENSG00000196372	ASB13	-0.596140931	3.35E-07
ENSG00000196376	SLC35F1	-0.21509322	0.004637962
ENSG00000196378	ZNF34	0.367337204	0.038872234
ENSG00000196387	ZNF140	-0.434736516	0.002316332
ENSG00000196388	INCA1	-0.14882722	6.51E-01
ENSG00000196391	ZNF774	0.575012528	0.001326156
ENSG00000196396	PTPN1	-0.264428523	7.15379E-05
ENSG00000196405	EVL	0.096067569	0.304622239
ENSG00000196409	ZNF658	0.003936228	0.983528448
ENSG00000196411	EPHB4	-0.04114136	0.501084071
ENSG00000196417	ZNF765	-0.622326262	2.41E-06
ENSG00000196418	ZNF124	0.045669579	0.563084337
ENSG00000196419	XRCC6	-0.349357699	4.39E-07
ENSG00000196422	PPP1R26	0.03896403	0.595601287
ENSG00000196428	TSC22D2	0.082232509	2.55E-01
ENSG00000196437	ZNF569	-0.973080888	1.64E-07
ENSG00000196449	YRDC	-0.653729024	4.72E-07
ENSG00000196453	ZNF777	0.078555623	0.279957584
ENSG00000196455	PIK3R4	-0.109505086	0.074090547
ENSG00000196456	ZNF775	0.580505458	1.29E-04
ENSG00000196458	ZNF605	-0.930354345	5.71E-06
ENSG00000196459	TRAPPC2	0.46137761	9.53E-06
ENSG00000196465	MYL6B	0.061289097	0.440130808
ENSG00000196466	ZNF799	0.16507453	0.376915647
ENSG00000196470	SIAH1	-0.14078581	4.25E-01
ENSG00000196476	C20orf96	0.197842147	5.20E-01
ENSG00000196497	IPO4	-0.410348869	0.013203152
ENSG00000196498	NCOR2	0.210089597	0.10580625
ENSG00000196502	SULT1A1	1.45324493	5.73E-08
ENSG00000196504	PRPF40A	-0.287276156	2.08114E-05
ENSG00000196505	GDAP2	0.015371479	0.818423731
ENSG00000196507	TCEAL3	0.331012829	0.050029314
ENSG00000196510	ANAPC7	-0.306914724	2.19E-05
ENSG00000196511	TPK1	-0.406183254	0.032984885
ENSG00000196517	SLC6A9	-0.817434213	0.004177555
ENSG00000196526	AFAP1	0.028944236	0.745685417
ENSG00000196531	NACA	-0.507872782	2.22E-09
ENSG00000196535	MYO18A	0.952192942	1.67E-08
ENSG00000196544	C17orf59	0.354253212	0.003117433
ENSG00000196547	MAN2A2	0.646824038	8.44E-07
ENSG00000196549	MME	0.882876851	4.20E-05
ENSG00000196550	FAM72A	-0.423496079	3.79E-02
ENSG00000196557	CACNA1H	-0.062457902	0.584049611
ENSG00000196562	SULF2	0.407012977	4.35E-06
ENSG00000196576	PLXNB2	0.772648909	2.49E-09
ENSG00000196584	XRCC2	0.152505633	0.034258129
ENSG00000196586	MYO6	0.723529205	9.95E-07
ENSG00000196588	MKL1	0.554149616	2.46E-07
ENSG00000196591	HDAC2	-0.173811311	3.69E-03
ENSG00000196597	ZNF782	0.546089207	0.000144549
ENSG00000196605	ZNF846	0.35720126	2.76E-01
ENSG00000196622	RIMBP3	-0.077688756	7.78E-01
ENSG00000196628	TCF4	-0.284892453	0.000468624
ENSG00000196632	WNK3	-0.032226942	0.650159911
ENSG00000196636	ACN9	-0.898890197	1.19E-06
ENSG00000196642	RABL6	0.026287605	0.651358237
ENSG00000196646	ZNF136	-0.63576692	2.57643E-05
ENSG00000196652	ZKSCAN5	0.103681666	0.143997433
ENSG00000196653	ZNF502	0.188457101	4.21E-01
ENSG00000196655	TRAPPC4	-0.15754791	0.027711908
ENSG00000196659	TTC30B	-0.294862424	0.017299875
ENSG00000196660	SLC30A10	0.102321217	0.658121238
ENSG00000196663	TECPR2	-0.34056077	0.000897072
ENSG00000196670	ZFP62	0.30648787	0.000248438
ENSG00000196678	ERI2	-0.287585305	0.002351225
ENSG00000196683	TOMM7	-0.157491538	0.016401747
ENSG00000196693	ZNF33B	-0.417624557	5.36563E-05
ENSG00000196696	PDXDC2P	0.729282796	0.023893003
ENSG00000196700	ZNF512B	-0.466978746	8.38E-07
ENSG00000196704	AMZ2	0.256991217	0.000186734
ENSG00000196705	ZNF431	0.135262862	0.159598096
ENSG00000196712	NF1	0.065793712	0.282455498
ENSG00000196715	VKORC1L1	0.404248972	2.04E-05
ENSG00000196730	DAPK1	0.261999746	0.000178414
ENSG00000196739	COL27A1	0.213553513	0.083884371
ENSG00000196741	CXorf24	0.437832816	0.066510009
ENSG00000196743	GM2A	0.128600138	0.066972778
ENSG00000196747	HIST1H2AI	-0.666595761	9.18E-09
ENSG00000196756	SNHG17	-0.52044149	5.38829E-05
ENSG00000196757	ZNF700	-0.001483442	0.99153268
ENSG00000196776	CD47	0.187416217	0.007070726
ENSG00000196781	TLE1	0.211132386	2.89E-03
ENSG00000196782	MAML3	0.534813528	0.000913175
ENSG00000196787	HIST1H2AG	-0.844093121	2.23E-11
ENSG00000196792	STRN3	0.233772483	0.003483837
ENSG00000196793	ZNF239	-0.837437053	8.01E-07
ENSG00000196810	CTBP1-AS2	0.387980093	0.001710099
ENSG00000196811	CHRNG	-0.085740404	8.24E-01
ENSG00000196812	ZSCAN16	0.147883202	0.365229947
ENSG00000196814	MVB12B	0.270954561	7.63E-03
ENSG00000196821	C6orf106	0.52214935	2.78E-07
ENSG00000196839	ADA	0.132320784	0.40453538
ENSG00000196843	ARID5A	-0.147693598	0.264192483
ENSG00000196850	PPTC7	0.001580072	0.991932512
ENSG00000196865	NHLRC2	-0.358734998	2.96E-04
ENSG00000196867	ZFP28	-0.90692018	0.001021494
ENSG00000196872	KIAA1211L	0.414194418	0.134646893
ENSG00000196873	CBWD3	-0.699117863	0.02275338
ENSG00000196876	SCN8A	0.847932676	7.16E-06
ENSG00000196890	HIST3H2BB	-0.946931291	2.78E-10
ENSG00000196911	KPNA5	1.191977929	3.34E-10
ENSG00000196912	ANKRD36B	0.714765407	4.81575E-05
ENSG00000196914	ARHGEF12	-0.104083377	4.32E-02
ENSG00000196922	ZNF252P	-0.971952421	1.21E-08
ENSG00000196923	PDLIM7	1.399842833	1.96E-11
ENSG00000196924	FLNA	1.126582311	9.37E-14
ENSG00000196935	SRGAP1	0.477379382	0.003781621
ENSG00000196937	FAM3C	0.196133876	3.48E-02
ENSG00000196943	NOP9	-1.102688303	1.76E-10
ENSG00000196950	SLC39A10	-0.285159044	7.22E-04
ENSG00000196951	RP11-425I13.3	0.125807916	0.667487035
ENSG00000196961	AP2A1	0.30938618	3.26207E-05
ENSG00000196966	HIST1H3E	0.021628702	9.14E-01
ENSG00000196967	ZNF585A	-0.870705832	9.87E-06
ENSG00000196968	FUT11	-0.118248589	0.318158373
ENSG00000196972	LINC00087	-0.794964959	3.07768E-05
ENSG00000196975	ANXA4	-0.167461117	0.322190079
ENSG00000196976	LAGE3	-0.126669804	1.08E-01
ENSG00000196981	WDR5B	0.076334758	0.483463271
ENSG00000196998	WDR45	0.161304472	0.067480558
ENSG00000197006	METTL9	0.290205468	2.28462E-05
ENSG00000197008	ZNF138	-0.041497661	0.676546936
ENSG00000197013	ZNF429	-0.436436912	0.058863658
ENSG00000197016	ZNF470	-0.435958868	0.031803234
ENSG00000197019	SERTAD1	0.749094858	9.07E-06
ENSG00000197020	ZNF100	0.075518889	0.440113186
ENSG00000197021	CXorf40B	-0.219677474	0.032522722
ENSG00000197024	ZNF398	0.27900552	0.000199713
ENSG00000197037	ZSCAN25	-0.349626909	4.05E-04
ENSG00000197043	ANXA6	0.220546629	0.000161502
ENSG00000197044	ZNF441	0.193933793	0.187667526
ENSG00000197045	GMFB	-0.477616044	0.000514619
ENSG00000197050	ZNF420	-1.300313585	3.25E-08
ENSG00000197056	ZMYM1	-0.212499454	0.013222268
ENSG00000197061	HIST1H4C	-0.58710143	2.51E-09
ENSG00000197062	RP5-874C20.3	-0.037652997	0.717573245
ENSG00000197063	MAFG	0.97863744	2.58E-10
ENSG00000197070	ARRDC1	0.262090587	0.012278943
ENSG00000197077	KIAA1671	-0.090981971	2.94E-01
ENSG00000197081	IGF2R	-0.440461746	2.58E-06
ENSG00000197102	DYNC1H1	0.492536112	2.75E-06
ENSG00000197106	SLC6A17	-0.980378122	0.009343492
ENSG00000197111	PCBP2	-0.277712336	0.00041026
ENSG00000197114	ZGPAT	0.258632081	7.58E-02
