ensembl_gene_id	signalp	tmhmm	gene_biotype	chromosome_name
ENSG00000139540		TMhelix	protein_coding	12
ENSG00000170381	SignalP-noTM		protein_coding	7
ENSG00000161649	SignalP-noTM	TMhelix	protein_coding	17
ENSG00000135953			protein_coding	2
ENSG00000170381			protein_coding	7
ENSG00000161649	SignalP-noTM		protein_coding	17
ENSG00000145824	SignalP-noTM		protein_coding	5
ENSG00000156006		TMhelix	protein_coding	8
ENSG00000145824	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000156006			protein_coding	8
ENSG00000140107			protein_coding	14
ENSG00000177174		TMhelix	protein_coding	1
ENSG00000170954			protein_coding	19
ENSG00000108306			protein_coding	17
ENSG00000179921		TMhelix	protein_coding	2
ENSG00000141956			protein_coding	21
ENSG00000173786			protein_coding	17
ENSG00000145832			protein_coding	5
ENSG00000106333	SignalP-noTM		protein_coding	7
ENSG00000154642			protein_coding	21
ENSG00000213923			protein_coding	22
ENSG00000188158			protein_coding	X
ENSG00000105131		TMhelix	protein_coding	19
ENSG00000119396			protein_coding	9
ENSG00000198944			protein_coding	5
ENSG00000196944		TMhelix	protein_coding	1
ENSG00000267221			protein_coding	17
ENSG00000198104		TMhelix	protein_coding	1
ENSG00000198853			protein_coding	9
ENSG00000175143		TMhelix	protein_coding	1
ENSG00000187595			protein_coding	17
ENSG00000196240		TMhelix	protein_coding	1
ENSG00000141965			protein_coding	19
ENSG00000213923		TMhelix	protein_coding	22
ENSG00000145832		TMhelix	protein_coding	5
ENSG00000196539		TMhelix	protein_coding	1
ENSG00000073598			protein_coding	17
ENSG00000127666			protein_coding	19
ENSG00000283900			protein_coding	22
ENSG00000203661		TMhelix	protein_coding	1
ENSG00000188558		TMhelix	protein_coding	1
ENSG00000273738		TMhelix	protein_coding	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000197497			protein_coding	19
ENSG00000182783		TMhelix	protein_coding	1
ENSG00000215187			protein_coding	9
ENSG00000236178			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000138764			protein_coding	4
ENSG00000156113		TMhelix	protein_coding	10
ENSG00000273738			protein_coding	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000248144			protein_coding	4
ENSG00000183310		TMhelix	protein_coding	1
ENSG00000277909			protein_coding	CHR_HSCHR2_1_CTG7_2
ENSG00000197928			protein_coding	19
ENSG00000136634	SignalP-noTM		protein_coding	1
ENSG00000171401			protein_coding	17
ENSG00000136634			protein_coding	1
ENSG00000196131		TMhelix	protein_coding	19
ENSG00000273738	SignalP-noTM		protein_coding	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000168256			protein_coding	17
ENSG00000228567		TMhelix	protein_coding	19
ENSG00000222011			protein_coding	7
ENSG00000173585		TMhelix	protein_coding	3
ENSG00000275272			protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000173585			protein_coding	3
ENSG00000213799			protein_coding	19
ENSG00000105355			protein_coding	19
ENSG00000142224			protein_coding	1
ENSG00000087237	SignalP-noTM		protein_coding	16
ENSG00000196616			protein_coding	4
ENSG00000142224	SignalP-noTM		protein_coding	1
ENSG00000087237			protein_coding	16
ENSG00000227877		TMhelix	protein_coding	10
ENSG00000184330			protein_coding	1
ENSG00000203326			protein_coding	19
ENSG00000112658			protein_coding	6
ENSG00000273738	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000137699			protein_coding	11
ENSG00000197364			protein_coding	1
ENSG00000275326			protein_coding	CHR_HSCHR2_1_CTG7_2
ENSG00000285000			protein_coding	5
ENSG00000284762			protein_coding	5
ENSG00000143556			protein_coding	1
ENSG00000227877			protein_coding	10
ENSG00000182111			protein_coding	7
ENSG00000182492	SignalP-noTM		protein_coding	X
ENSG00000164403			protein_coding	5
ENSG00000197956			protein_coding	1
ENSG00000142173	SignalP-noTM		protein_coding	21
ENSG00000197837			protein_coding	12
ENSG00000138138			protein_coding	10
ENSG00000163818			protein_coding	3
ENSG00000196417			protein_coding	19
ENSG00000140497		TMhelix	protein_coding	15
ENSG00000161692			protein_coding	17
ENSG00000142173			protein_coding	21
ENSG00000123342			protein_coding	12
ENSG00000246705			protein_coding	12
ENSG00000140497			protein_coding	15
ENSG00000160224			protein_coding	21
ENSG00000197912	SignalP-noTM	TMhelix	protein_coding	16
ENSG00000286261			protein_coding	19
ENSG00000160336			protein_coding	19
ENSG00000145592			protein_coding	5
ENSG00000113231			protein_coding	5
ENSG00000140497	SignalP-TM	TMhelix	protein_coding	15
ENSG00000198346			protein_coding	19
ENSG00000108091			protein_coding	10
ENSG00000154358			protein_coding	1
ENSG00000123342	SignalP-noTM		protein_coding	12
ENSG00000062282			protein_coding	11
ENSG00000196420			protein_coding	1
ENSG00000230961			protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000091039		TMhelix	protein_coding	12
ENSG00000135414	SignalP-noTM		protein_coding	12
ENSG00000156500			protein_coding	X
ENSG00000135414			protein_coding	12
ENSG00000236895			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000007372			protein_coding	11
ENSG00000254598			protein_coding	11
ENSG00000062282		TMhelix	protein_coding	11
ENSG00000163806			protein_coding	2
ENSG00000278373		TMhelix	protein_coding	CHR_HSCHR2_1_CTG7_2
ENSG00000275700			protein_coding	17
ENSG00000092051			protein_coding	14
ENSG00000141867			protein_coding	19
ENSG00000079385	SignalP-noTM	TMhelix	protein_coding	19
ENSG00000278373			protein_coding	CHR_HSCHR2_1_CTG7_2
ENSG00000148516			protein_coding	10
ENSG00000213397			protein_coding	X
ENSG00000110328		TMhelix	protein_coding	11
ENSG00000184022		TMhelix	protein_coding	1
ENSG00000172717			protein_coding	14
ENSG00000205323			protein_coding	12
ENSG00000279301		TMhelix	protein_coding	1
ENSG00000171103			protein_coding	2
ENSG00000177151		TMhelix	protein_coding	1
ENSG00000237405	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000187701		TMhelix	protein_coding	1
ENSG00000136367			protein_coding	14
ENSG00000091039			protein_coding	12
ENSG00000280433			protein_coding	21
ENSG00000261832			protein_coding	16
ENSG00000117560		TMhelix	protein_coding	1
ENSG00000261832		TMhelix	protein_coding	16
ENSG00000184226	SignalP-noTM	TMhelix	protein_coding	13
ENSG00000230961	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000184226			protein_coding	13
ENSG00000259823	SignalP-noTM		protein_coding	1
ENSG00000234602			protein_coding	5
ENSG00000233232	SignalP-noTM		protein_coding	16
ENSG00000183479			protein_coding	X
ENSG00000233232			protein_coding	16
ENSG00000286015			protein_coding	1
ENSG00000160255	SignalP-noTM	TMhelix	protein_coding	21
ENSG00000120337		TMhelix	protein_coding	1
ENSG00000123353		TMhelix	protein_coding	12
ENSG00000189181		TMhelix	protein_coding	1
ENSG00000184730			protein_coding	16
ENSG00000123353			protein_coding	12
ENSG00000084463			protein_coding	12
ENSG00000079385			protein_coding	19
ENSG00000257390			protein_coding	12
ENSG00000135912			protein_coding	2
ENSG00000156234	SignalP-noTM		protein_coding	4
ENSG00000129965			protein_coding	11
ENSG00000129965	SignalP-noTM		protein_coding	11
ENSG00000221826			protein_coding	19
ENSG00000100100	SignalP-noTM	TMhelix	protein_coding	22
ENSG00000213639			protein_coding	2
ENSG00000221826	SignalP-noTM		protein_coding	19
ENSG00000100100	SignalP-noTM		protein_coding	22
ENSG00000113845	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000113845	SignalP-noTM		protein_coding	3
ENSG00000113845			protein_coding	3
ENSG00000140395			protein_coding	15
ENSG00000125207			protein_coding	12
ENSG00000254647	SignalP-noTM		protein_coding	11
ENSG00000176658			protein_coding	17
ENSG00000075213	SignalP-noTM		protein_coding	7
ENSG00000121594	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000132780			protein_coding	1
ENSG00000227268			protein_coding	10
ENSG00000121594	SignalP-noTM		protein_coding	3
ENSG00000124467	SignalP-noTM		protein_coding	19
ENSG00000184277	SignalP-noTM		protein_coding	15
ENSG00000160714			protein_coding	1
ENSG00000221910		TMhelix	protein_coding	7
ENSG00000100105			protein_coding	22
ENSG00000135392		TMhelix	protein_coding	12
ENSG00000184277			protein_coding	15
ENSG00000111339			protein_coding	12
ENSG00000132357			protein_coding	5
ENSG00000124467			protein_coding	19
ENSG00000111339	SignalP-noTM		protein_coding	12
ENSG00000135392			protein_coding	12
ENSG00000184277	SignalP-noTM	TMhelix	protein_coding	15
ENSG00000111339	SignalP-noTM	TMhelix	protein_coding	12
ENSG00000179256		TMhelix	protein_coding	12
ENSG00000213215		TMhelix	protein_coding	7
ENSG00000086065			protein_coding	9
ENSG00000184277		TMhelix	protein_coding	15
ENSG00000156504			protein_coding	X
ENSG00000170374			protein_coding	12
ENSG00000160255			protein_coding	21
ENSG00000182170		TMhelix	protein_coding	11
ENSG00000162891	SignalP-noTM		protein_coding	1
ENSG00000160255	SignalP-noTM		protein_coding	21
ENSG00000184350		TMhelix	protein_coding	11
ENSG00000196154			protein_coding	1
ENSG00000185591			protein_coding	12
ENSG00000167244	SignalP-noTM		protein_coding	11
ENSG00000111341	SignalP-noTM		protein_coding	12
ENSG00000111341			protein_coding	12
ENSG00000111341	SignalP-noTM	TMhelix	protein_coding	12
ENSG00000182993			protein_coding	12
ENSG00000167244			protein_coding	11
ENSG00000197694			protein_coding	9
ENSG00000170054			protein_coding	14
ENSG00000145839	SignalP-noTM		protein_coding	5
ENSG00000170054	SignalP-noTM		protein_coding	14
ENSG00000262788			protein_coding	CHR_HSCHR16_2_CTG3_1
ENSG00000169118			protein_coding	15
ENSG00000168385			protein_coding	2
ENSG00000284779			protein_coding	11
ENSG00000188015			protein_coding	1
ENSG00000007372		TMhelix	protein_coding	11
ENSG00000170054		TMhelix	protein_coding	14
ENSG00000169118		TMhelix	protein_coding	15
ENSG00000185198	SignalP-noTM		protein_coding	19
ENSG00000186910	SignalP-noTM		protein_coding	14
ENSG00000118418			protein_coding	6
ENSG00000000971	SignalP-noTM		protein_coding	1
ENSG00000231924	SignalP-noTM		protein_coding	19
ENSG00000262788		TMhelix	protein_coding	CHR_HSCHR16_2_CTG3_1
ENSG00000168079		TMhelix	protein_coding	8
ENSG00000168079			protein_coding	8
ENSG00000112936	SignalP-noTM		protein_coding	5
ENSG00000231924			protein_coding	19
ENSG00000134668			protein_coding	1
ENSG00000171346			protein_coding	17
ENSG00000156113			protein_coding	10
ENSG00000140403			protein_coding	15
ENSG00000166803			protein_coding	15
ENSG00000196754			protein_coding	1
ENSG00000224455			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000130377			protein_coding	19
ENSG00000188643			protein_coding	1
ENSG00000059691			protein_coding	4
ENSG00000237405		TMhelix	protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000196344			protein_coding	4
ENSG00000168259			protein_coding	17
ENSG00000259316			protein_coding	15
ENSG00000111249			protein_coding	12
ENSG00000274058		TMhelix	protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000274058			protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000005801			protein_coding	11
ENSG00000277132		TMhelix	protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000049449	SignalP-noTM		protein_coding	11
ENSG00000049449			protein_coding	11
ENSG00000226225			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000117586			protein_coding	1
ENSG00000117586		TMhelix	protein_coding	1
ENSG00000243130			protein_coding	19
ENSG00000243130	SignalP-noTM		protein_coding	19
ENSG00000072415			protein_coding	14
ENSG00000237110		TMhelix	protein_coding	6
ENSG00000117152			protein_coding	1
ENSG00000146385		TMhelix	protein_coding	6
ENSG00000146383		TMhelix	protein_coding	6
ENSG00000221813		TMhelix	protein_coding	7
ENSG00000135569		TMhelix	protein_coding	6
ENSG00000187189			protein_coding	6
ENSG00000171862			protein_coding	10
ENSG00000117592			protein_coding	1
ENSG00000221836		TMhelix	protein_coding	7
ENSG00000144476		TMhelix	protein_coding	2
ENSG00000221933		TMhelix	protein_coding	7
ENSG00000146378		TMhelix	protein_coding	6
ENSG00000134001			protein_coding	14
ENSG00000110367			protein_coding	11
ENSG00000130377		TMhelix	protein_coding	19
ENSG00000204941	SignalP-noTM		protein_coding	19
ENSG00000162782			protein_coding	1
ENSG00000275190	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000197912		TMhelix	protein_coding	16
ENSG00000144290		TMhelix	protein_coding	2
ENSG00000197912	SignalP-noTM		protein_coding	16
ENSG00000275410			protein_coding	17
ENSG00000155816			protein_coding	1
ENSG00000144290			protein_coding	2
ENSG00000140521			protein_coding	15
ENSG00000110013	SignalP-noTM		protein_coding	11
ENSG00000189334			protein_coding	1
ENSG00000119508			protein_coding	9
ENSG00000110013			protein_coding	11
ENSG00000139350			protein_coding	12
ENSG00000119771			protein_coding	2
ENSG00000100554			protein_coding	14
ENSG00000136535			protein_coding	2
ENSG00000140835		TMhelix	protein_coding	16
ENSG00000127837			protein_coding	2
ENSG00000144843			protein_coding	3
ENSG00000146399		TMhelix	protein_coding	6
ENSG00000152669			protein_coding	5
ENSG00000243137	SignalP-noTM		protein_coding	19
ENSG00000164252			protein_coding	5
ENSG00000198650			protein_coding	16
ENSG00000221858		TMhelix	protein_coding	7
ENSG00000243137			protein_coding	19
ENSG00000140548			protein_coding	15
ENSG00000198612			protein_coding	2
ENSG00000112299	SignalP-noTM		protein_coding	6
ENSG00000221989		TMhelix	protein_coding	7
ENSG00000160678			protein_coding	1
ENSG00000221938		TMhelix	protein_coding	7
ENSG00000167377			protein_coding	16
ENSG00000154144			protein_coding	11
ENSG00000225932		TMhelix	protein_coding	7
ENSG00000087903			protein_coding	19
ENSG00000180875	SignalP-noTM		protein_coding	1
ENSG00000089692	SignalP-noTM		protein_coding	12
ENSG00000136146			protein_coding	13
ENSG00000189171			protein_coding	1
ENSG00000089692	SignalP-noTM	TMhelix	protein_coding	12
ENSG00000164405			protein_coding	5
ENSG00000178028			protein_coding	1
ENSG00000221878	SignalP-noTM		protein_coding	19
ENSG00000082996		TMhelix	protein_coding	3
ENSG00000221878			protein_coding	19
ENSG00000164404	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000082996			protein_coding	3
ENSG00000261611			protein_coding	16
ENSG00000196177			protein_coding	10
ENSG00000002586	SignalP-noTM	TMhelix	protein_coding	X
ENSG00000164404			protein_coding	5
ENSG00000064199			protein_coding	11
ENSG00000109911			protein_coding	11
ENSG00000160679			protein_coding	1
ENSG00000169218			protein_coding	1
ENSG00000157429			protein_coding	16
ENSG00000170848	SignalP-noTM		protein_coding	19
ENSG00000138767			protein_coding	4
ENSG00000170848			protein_coding	19
ENSG00000070087			protein_coding	3
ENSG00000140854			protein_coding	16
ENSG00000169218	SignalP-noTM		protein_coding	1
ENSG00000174136			protein_coding	5
ENSG00000253548			protein_coding	3
ENSG00000242221	SignalP-noTM		protein_coding	19
ENSG00000174136	SignalP-noTM		protein_coding	5
ENSG00000242221			protein_coding	19
ENSG00000002586			protein_coding	X
ENSG00000070087		TMhelix	protein_coding	3
ENSG00000143340		TMhelix	protein_coding	1
ENSG00000185758		TMhelix	protein_coding	4
ENSG00000140521		TMhelix	protein_coding	15
ENSG00000073670	SignalP-noTM	TMhelix	protein_coding	17
ENSG00000113742			protein_coding	5
ENSG00000182578			protein_coding	5
ENSG00000073670			protein_coding	17
ENSG00000073670		TMhelix	protein_coding	17
ENSG00000130844			protein_coding	19
ENSG00000172318		TMhelix	protein_coding	2
ENSG00000182578	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000206199			protein_coding	3
ENSG00000182578	SignalP-noTM		protein_coding	5
ENSG00000140749		TMhelix	protein_coding	16
ENSG00000060709			protein_coding	12
ENSG00000164253			protein_coding	5
ENSG00000169905		TMhelix	protein_coding	1
ENSG00000183668	SignalP-noTM		protein_coding	19
ENSG00000175137			protein_coding	1
ENSG00000158813		TMhelix	protein_coding	X
ENSG00000169905			protein_coding	1
ENSG00000221970		TMhelix	protein_coding	7
ENSG00000136758			protein_coding	10
ENSG00000163820			protein_coding	3
ENSG00000189241			protein_coding	6
ENSG00000198324			protein_coding	12
ENSG00000136758		TMhelix	protein_coding	10
ENSG00000050327			protein_coding	7
ENSG00000215274			protein_coding	X
ENSG00000111817	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000158813			protein_coding	X
ENSG00000010270		TMhelix	protein_coding	7
ENSG00000162892			protein_coding	1
ENSG00000125266		TMhelix	protein_coding	13
ENSG00000134884			protein_coding	13
ENSG00000172009			protein_coding	19
ENSG00000212807		TMhelix	protein_coding	7
ENSG00000285446			protein_coding	6
ENSG00000067248			protein_coding	5
ENSG00000213214			protein_coding	7
ENSG00000224659			protein_coding	X
ENSG00000188820		TMhelix	protein_coding	6
ENSG00000105127			protein_coding	19
ENSG00000197006			protein_coding	16
ENSG00000197006	SignalP-noTM		protein_coding	16
ENSG00000244693		TMhelix	protein_coding	7
ENSG00000243896		TMhelix	protein_coding	7
ENSG00000172215		TMhelix	protein_coding	3
ENSG00000204936	SignalP-noTM		protein_coding	19
ENSG00000120539			protein_coding	10
ENSG00000275113			protein_coding	X
ENSG00000204936			protein_coding	19
ENSG00000236737			protein_coding	X
ENSG00000162894	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000162894		TMhelix	protein_coding	1
ENSG00000162894			protein_coding	1
ENSG00000274274			protein_coding	X
ENSG00000162894	SignalP-noTM		protein_coding	1
ENSG00000179152			protein_coding	3
ENSG00000164451			protein_coding	6
ENSG00000142494		TMhelix	protein_coding	17
ENSG00000142949	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000135365			protein_coding	11
ENSG00000164451	SignalP-noTM		protein_coding	6
ENSG00000101003			protein_coding	20
ENSG00000164451		TMhelix	protein_coding	6
ENSG00000108518			protein_coding	17
ENSG00000142949	SignalP-noTM		protein_coding	1
ENSG00000142949		TMhelix	protein_coding	1
ENSG00000153993		TMhelix	protein_coding	7
ENSG00000137440	SignalP-noTM		protein_coding	4
ENSG00000173626			protein_coding	6
ENSG00000274559			protein_coding	21
ENSG00000152214			protein_coding	18
ENSG00000277090			protein_coding	CHR_HSCHR15_4_CTG8
ENSG00000145826	SignalP-noTM		protein_coding	5
ENSG00000178033		TMhelix	protein_coding	6
ENSG00000102078	SignalP-TM		protein_coding	X
ENSG00000145826			protein_coding	5
ENSG00000102313	SignalP-noTM		protein_coding	X
ENSG00000108515			protein_coding	17
ENSG00000162738		TMhelix	protein_coding	1
ENSG00000011243			protein_coding	19
ENSG00000187068			protein_coding	3
ENSG00000081189			protein_coding	5
ENSG00000138622		TMhelix	protein_coding	15
ENSG00000275045			protein_coding	CHR_HSCHR5_2_CTG1_1
ENSG00000113790			protein_coding	3
ENSG00000182963		TMhelix	protein_coding	17
ENSG00000116922			protein_coding	1
ENSG00000182963			protein_coding	17
ENSG00000144596			protein_coding	3
ENSG00000197912			protein_coding	16
ENSG00000113721	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000140105			protein_coding	14
ENSG00000113721			protein_coding	5
ENSG00000198648			protein_coding	2
ENSG00000140525			protein_coding	15
ENSG00000135929			protein_coding	2
ENSG00000113721	SignalP-noTM		protein_coding	5
ENSG00000131389			protein_coding	3
ENSG00000147160		TMhelix	protein_coding	X
ENSG00000147160			protein_coding	X
ENSG00000119778			protein_coding	2
ENSG00000231558	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000160716	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000113722			protein_coding	5
ENSG00000160716			protein_coding	1
ENSG00000231558	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000171161			protein_coding	1
ENSG00000118200			protein_coding	1
ENSG00000275993			protein_coding	21
ENSG00000135409	SignalP-noTM	TMhelix	protein_coding	12
ENSG00000032389			protein_coding	2
ENSG00000131389		TMhelix	protein_coding	3
ENSG00000135409			protein_coding	12
ENSG00000161526			protein_coding	17
ENSG00000155754			protein_coding	2
ENSG00000184719			protein_coding	10
ENSG00000131389	SignalP-TM	TMhelix	protein_coding	3
ENSG00000011083		TMhelix	protein_coding	5
ENSG00000125166			protein_coding	16
ENSG00000156642	SignalP-noTM	TMhelix	protein_coding	15
ENSG00000176473			protein_coding	14
ENSG00000172466			protein_coding	18
ENSG00000176473	SignalP-noTM		protein_coding	14
ENSG00000156642			protein_coding	15
ENSG00000134690			protein_coding	1
ENSG00000102858			protein_coding	16
ENSG00000183324			protein_coding	15
ENSG00000189401			protein_coding	X
ENSG00000101928		TMhelix	protein_coding	X
ENSG00000138813			protein_coding	4
ENSG00000101928			protein_coding	X
ENSG00000235744	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000235744	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000177427		TMhelix	protein_coding	17
ENSG00000102078			protein_coding	X
ENSG00000204022			protein_coding	10
ENSG00000177427			protein_coding	17
ENSG00000173960			protein_coding	2
ENSG00000061987			protein_coding	12
ENSG00000198677			protein_coding	5
ENSG00000128908			protein_coding	15
ENSG00000184232	SignalP-noTM		protein_coding	11
ENSG00000184232			protein_coding	11
ENSG00000229341			protein_coding	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000157613			protein_coding	11
ENSG00000162739	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000114279			protein_coding	3
ENSG00000120963			protein_coding	8
ENSG00000182054			protein_coding	15
ENSG00000137441	SignalP-noTM		protein_coding	4
ENSG00000163026			protein_coding	2
ENSG00000111252			protein_coding	12
ENSG00000143337			protein_coding	1
ENSG00000181350			protein_coding	17
ENSG00000196290			protein_coding	2
ENSG00000131097		TMhelix	protein_coding	17
ENSG00000143337		TMhelix	protein_coding	1
ENSG00000119782			protein_coding	2
ENSG00000131097			protein_coding	17
ENSG00000170899			protein_coding	6
ENSG00000148356			protein_coding	9
ENSG00000236632	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000007062			protein_coding	4
ENSG00000070808			protein_coding	5
ENSG00000205639		TMhelix	protein_coding	2
ENSG00000170128		TMhelix	protein_coding	1
ENSG00000205639			protein_coding	2
ENSG00000183018		TMhelix	protein_coding	17
ENSG00000237671			protein_coding	X
ENSG00000131746			protein_coding	17
ENSG00000157542		TMhelix	protein_coding	21
ENSG00000172006			protein_coding	19
ENSG00000236802		TMhelix	protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000039123			protein_coding	5
ENSG00000156011			protein_coding	8
ENSG00000112659			protein_coding	6
ENSG00000227488			protein_coding	X
ENSG00000163362			protein_coding	1
ENSG00000183317			protein_coding	1
ENSG00000110375	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000111832			protein_coding	6
ENSG00000183317	SignalP-noTM		protein_coding	1
ENSG00000188869		TMhelix	protein_coding	15
ENSG00000173171		TMhelix	protein_coding	1
ENSG00000186174			protein_coding	11
ENSG00000066294	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000183317		TMhelix	protein_coding	1
ENSG00000173171			protein_coding	1
ENSG00000067113		TMhelix	protein_coding	5
ENSG00000224952			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000274336		TMhelix	protein_coding	CHR_HSCHR16_3_CTG1
ENSG00000160683		TMhelix	protein_coding	11
ENSG00000067113			protein_coding	5
ENSG00000132382			protein_coding	17
ENSG00000274336			protein_coding	CHR_HSCHR16_3_CTG1
ENSG00000283697			protein_coding	X
ENSG00000132382	SignalP-noTM		protein_coding	17
ENSG00000108883			protein_coding	17
ENSG00000162753		TMhelix	protein_coding	1
ENSG00000274382			protein_coding	CHR_HSCHR5_3_CTG5
ENSG00000232113	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000184785		TMhelix	protein_coding	X
ENSG00000183831			protein_coding	1
ENSG00000241489			protein_coding	X
ENSG00000285777			protein_coding	1
ENSG00000224902			protein_coding	X
ENSG00000007520			protein_coding	16
ENSG00000278216	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000205777			protein_coding	X
ENSG00000278216			protein_coding	CHR_HSCHR4_1_CTG9
ENSG00000188603		TMhelix	protein_coding	16
ENSG00000117090	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000214447	SignalP-noTM		protein_coding	17
ENSG00000116161			protein_coding	1
ENSG00000197620			protein_coding	X
ENSG00000214447			protein_coding	17
ENSG00000205302			protein_coding	5
ENSG00000007062	SignalP-noTM	TMhelix	protein_coding	4
ENSG00000120333			protein_coding	1
ENSG00000007062		TMhelix	protein_coding	4
ENSG00000007062	SignalP-noTM		protein_coding	4
ENSG00000162639			protein_coding	1
ENSG00000077380			protein_coding	2
ENSG00000273513			protein_coding	17
ENSG00000156049			protein_coding	9
ENSG00000236362			protein_coding	X
ENSG00000180801			protein_coding	4
ENSG00000189064			protein_coding	X
ENSG00000008283		TMhelix	protein_coding	17
ENSG00000235692			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000223766			protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000101004			protein_coding	20
ENSG00000275637	SignalP-noTM		protein_coding	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000150722			protein_coding	2
ENSG00000275637			protein_coding	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000216649			protein_coding	X
ENSG00000171703			protein_coding	20
ENSG00000141959			protein_coding	21
ENSG00000215269			protein_coding	X
ENSG00000169231	SignalP-noTM		protein_coding	1
ENSG00000278303			protein_coding	CHR_HSCHR3_5_CTG3
ENSG00000156052			protein_coding	9
ENSG00000236222			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000186496			protein_coding	18
ENSG00000232143			protein_coding	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000115525		TMhelix	protein_coding	2
ENSG00000169231			protein_coding	1
ENSG00000204842			protein_coding	12
ENSG00000170191			protein_coding	20
ENSG00000185056			protein_coding	5
ENSG00000131095			protein_coding	17
ENSG00000010404	SignalP-noTM		protein_coding	X
ENSG00000178445			protein_coding	9
ENSG00000204595			protein_coding	19
ENSG00000010404			protein_coding	X
ENSG00000079841			protein_coding	6
ENSG00000099864			protein_coding	19
ENSG00000165637			protein_coding	10
ENSG00000102316			protein_coding	X
ENSG00000157551			protein_coding	21
ENSG00000153391			protein_coding	18
ENSG00000185033	SignalP-noTM		protein_coding	15
ENSG00000198382			protein_coding	11
ENSG00000157551		TMhelix	protein_coding	21
ENSG00000185033			protein_coding	15
ENSG00000115525			protein_coding	2
ENSG00000267140			protein_coding	18
ENSG00000197748			protein_coding	10
ENSG00000228736			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000229685	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000278303		TMhelix	protein_coding	CHR_HSCHR3_5_CTG3
ENSG00000057468			protein_coding	1
ENSG00000229685	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000278474	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1
ENSG00000229685			protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000229685		TMhelix	protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000174607		TMhelix	protein_coding	4
ENSG00000167131			protein_coding	17
ENSG00000117091	SignalP-noTM	TMhelix	protein_coding	1
